SA2_MAINCODE_2011,SA2_NAME_2011,SA2_MAINCODE_2016,SA2_NAME_2016,RATIO,PERCENTAGE
308031206,Bouldercombe,308031206,Bouldercombe,1,100
308031207,Emu Park,308031207,Emu Park,1,100
308031208,Frenchville - Mount Archer,308031208,Frenchville - Mount Archer,1,100
308031209,Glenlee - Rockyview,308031209,Glenlee - Rockyview,1,100
308031210,Gracemere,308031210,Gracemere,1,100
308031211,Lakes Creek,308031211,Lakes Creek,1,100
308031212,Mount Morgan,308031212,Mount Morgan,1,100
308031213,Norman Gardens,308031213,Norman Gardens,1,100
308031214,Park Avenue,308031214,Park Avenue,1,100
308031215,Parkhurst - Kawana,308031215,Parkhurst - Kawana,1,100
308031216,Rockhampton - West,308031216,Rockhampton - West,1,100
308031217,Rockhampton City,308031217,Rockhampton City,1,100
308031218,Rockhampton Region - East,308031218,Rockhampton Region - East,1,100
308031219,Rockhampton Region - North,308031219,Rockhampton Region - North,1,100
308031220,Rockhampton Region - West,308031220,Rockhampton Region - West,1,100
308031221,Shoalwater Bay,308031221,Shoalwater Bay,1,100
308031222,The Range - Allenstown,308031222,The Range - Allenstown,1,100
308031223,Yeppoon,308031223,Yeppoon,1,100
309011224,Broadbeach Waters,309011224,Broadbeach Waters,0.9999999,99.9999867
309011225,Burleigh Heads,309011225,Burleigh Heads,1,100
309011226,Burleigh Waters,309011226,Burleigh Waters,1,100
309011227,Mermaid Beach - Broadbeach,309011227,Mermaid Beach - Broadbeach,1,100
309011228,Mermaid Waters,309011228,Mermaid Waters,1,100
309011229,Miami,309011229,Miami,1,100
309021230,Coolangatta,309021230,Coolangatta,1,100
309021231,Currumbin - Tugun,309021231,Currumbin - Tugun,0.9999999,99.9999904
309021232,Currumbin Waters,309021232,Currumbin Waters,1,100
309021233,Elanora,309021233,Elanora,1,100
309021234,Palm Beach,309021234,Palm Beach,0.9999998,99.9999785
309031235,Arundel,309031235,Arundel,1,100
309031236,Biggera Waters,309031236,Biggera Waters,1,100
309031237,Coombabah,309031237,Coombabah,1,100
309031238,Labrador,309031238,Labrador,1,100
309031239,Paradise Point - Hollywell,309031239,Paradise Point - Hollywell,1,100
309031240,Runaway Bay,309031240,Runaway Bay,1,100
309041241,Guanaba - Springbrook,309041241,Guanaba - Springbrook,0.9992492,99.9249209
309041241,Guanaba - Springbrook,309041242,Tamborine - Canungra,0.0007508,0.0750791
309041242,Tamborine - Canungra,309041242,Tamborine - Canungra,1,100
309051243,Currumbin Valley - Tallebudgera,309021233,Elanora,0.0002568,0.0256782
309051243,Currumbin Valley - Tallebudgera,309051243,Currumbin Valley - Tallebudgera,0.9997432,99.9743218
309051244,Mudgeeraba - Bonogin,309051244,Mudgeeraba - Bonogin,1,100
309051245,Reedy Creek - Andrews,309051245,Reedy Creek - Andrews,1,100
309061246,Carrara,309061246,Carrara,1,100
309061247,Highland Park,309061247,Highland Park,0.9877286,98.7728648
309061247,Highland Park,309061248,Nerang - Mount Nathan,0.0122714,1.2271352
309061248,Nerang - Mount Nathan,309041241,Guanaba - Springbrook,0.0001115,0.0111529
309061248,Nerang - Mount Nathan,309061248,Nerang - Mount Nathan,0.9998885,99.9888471
309061249,Pacific Pines - Gaven,309061249,Pacific Pines - Gaven,1,100
309061250,Worongary - Tallai,309061248,Nerang - Mount Nathan,0.0016754,0.1675439
309061250,Worongary - Tallai,309061250,Worongary - Tallai,0.9983246,99.8324561
309071251,Coomera,309071251,Coomera,1,100
309071252,Helensvale,309071252,Helensvale,1,100
309071253,Hope Island,309071253,Hope Island,1,100
309071254,Jacobs Well - Alberton,309071254,Jacobs Well - Alberton,1,100
309071255,Ormeau - Yatala,309071255,Ormeau - Yatala,0.9998584,99.9858402
309071255,Ormeau - Yatala,309071258,Upper Coomera - Willow Vale,0.0001416,0.0141598
309071256,Oxenford - Maudsland,309061249,Pacific Pines - Gaven,0.0002048,0.0204799
309071256,Oxenford - Maudsland,309071256,Oxenford - Maudsland,0.9997952,99.9795201
309071257,Pimpama,309071257,Pimpama,1,100
309071258,Upper Coomera - Willow Vale,309071258,Upper Coomera - Willow Vale,0.9999434,99.9943353
309081259,Clear Island Waters,309081259,Clear Island Waters,1,100
309081260,Merrimac,309081260,Merrimac,1,100
309081261,Robina,309081261,Robina,1,100
309081262,Varsity Lakes,309081262,Varsity Lakes,1,100
309091263,Ashmore,309091263,Ashmore,1,100
309091264,Molendinar,309091264,Molendinar,1,100
309091265,Parkwood,309091265,Parkwood,1,100
309091266,Southport,309091540,Southport - North,0.4405996,44.059962
309091266,Southport,309091541,Southport - South,0.5594004,55.940038
309101267,Benowa,309101267,Benowa,1,100
309101268,Bundall,309101268,Bundall,1,100
309101269,Main Beach,309101269,Main Beach,1,100
309101270,Surfers Paradise,309101270,Surfers Paradise,1,100
310011271,Darra - Sumner,310011271,Darra - Sumner,1,100
310011272,Durack,310011272,Durack,0.9999995,99.9999542
310011273,Forest Lake - Doolandella,310011273,Forest Lake - Doolandella,1,100
310011274,Inala - Richlands,310011274,Inala - Richlands,0.9999999,99.9999935
310011275,Oxley (Qld),310011275,Oxley (Qld),1,100
310011276,Wacol,310011276,Wacol,1,100
310021277,Boonah,310021277,Boonah,1,100
310021278,Esk,310021278,Esk,1,100
310021279,Lake Manchester - England Creek,310021279,Lake Manchester - England Creek,1,100
310021280,Lockyer Valley - East,310021280,Lockyer Valley - East,1,100
310021281,Lowood,310021281,Lowood,1,100
310021282,Rosewood,310021277,Boonah,0.0002736,0.0273589
310021282,Rosewood,310021282,Rosewood,0.9997264,99.9726411
310031283,Brassall,310031283,Brassall,1,100
310031284,Bundamba,310031284,Bundamba,1,100
310031285,Churchill - Yamanto,310031285,Churchill - Yamanto,1,100
310031286,Ipswich - Central,310031286,Ipswich - Central,0.9999999,99.999985
310031287,Ipswich - East,310031287,Ipswich - East,1,100
310031288,Ipswich - North,310031288,Ipswich - North,1,100
310031289,Karalee - Barellan Point,310031289,Karalee - Barellan Point,1,100
310031290,Karana Downs,310031290,Karana Downs,1,100
310031291,Leichhardt - One Mile,310031291,Leichhardt - One Mile,1,100
310031292,North Ipswich - Tivoli,310031292,North Ipswich - Tivoli,1,100
310031293,Raceview,310031293,Raceview,1,100
310031294,Ripley,310031294,Ripley,1,100
310031295,Riverview,310031295,Riverview,1,100
310041296,Bellbird Park - Brookwater,310041296,Bellbird Park - Brookwater,1,100
310041297,Camira - Gailes,310041297,Camira - Gailes,1,100
310041298,Carole Park,310041298,Carole Park,1,100
310041299,Collingwood Park - Redbank,310041299,Collingwood Park - Redbank,1,100
310041300,Goodna,310041300,Goodna,0.9999999,99.9999892
310041301,New Chum,310041301,New Chum,1,100
310041302,Redbank Plains,310041302,Redbank Plains,0.9999746,99.997455
310041303,Springfield,310041303,Springfield,1,100
310041304,Springfield Lakes,310041304,Springfield Lakes,0.9999945,99.9994479
311011305,Beaudesert,311011305,Beaudesert,1,100
311021306,Beenleigh,311021306,Beenleigh,1,100
311021307,Eagleby,311021307,Eagleby,1,100
311021308,Edens Landing - Holmview,311021308,Edens Landing - Holmview,1,100
311021309,Mount Warren Park,311021309,Mount Warren Park,1,100
311021310,Wolffdene - Bahrs Scrub,311021310,Wolffdene - Bahrs Scrub,1,100
311031311,Boronia Heights - Park Ridge,311031311,Boronia Heights - Park Ridge,1,100
311031312,Browns Plains,311031312,Browns Plains,1,100
311031313,Chambers Flat - Logan Reserve,311031313,Chambers Flat - Logan Reserve,1,100
311031314,Crestmead,311031314,Crestmead,1,100
311031315,Greenbank Military Camp,311031315,Greenbank Military Camp,1,100
311031316,Hillcrest,311031316,Hillcrest,1,100
311031317,Marsden,311031317,Marsden,1,100
311031318,Munruben - Park Ridge South,311031318,Munruben - Park Ridge South,1,100
311031319,Regents Park - Heritage Park,311031319,Regents Park - Heritage Park,1,100
311041320,Greenbank,311031318,Munruben - Park Ridge South,0.0001446,0.0144591
311041320,Greenbank,311041320,Greenbank,0.9998554,99.9855409
311041321,Jimboomba,311041321,Jimboomba,0.9999412,99.9941193
311041322,Logan Village,311041321,Jimboomba,0.0003103,0.0310284
311041322,Logan Village,311041322,Logan Village,0.9996897,99.9689716
311051323,Bethania - Waterford,311051323,Bethania - Waterford,1,100
311051324,Cornubia - Carbrook,301021011,Sheldon - Mount Cotton,0.0001799,0.0179925
311051324,Cornubia - Carbrook,311051324,Cornubia - Carbrook,0.9998201,99.9820075
311051325,Loganholme - Tanah Merah,311051325,Loganholme - Tanah Merah,0.9999254,99.9925425
311051326,Loganlea,311051326,Loganlea,1,100
311051327,Shailer Park,311051327,Shailer Park,1,100
311051328,Waterford West,311051326,Loganlea,0.0015781,0.1578059
311051328,Waterford West,311051328,Waterford West,0.9984219,99.8421941
311061329,Daisy Hill,311061329,Daisy Hill,1,100
311061330,Kingston,311061330,Kingston (Qld.),0.9999999,99.9999902
311061331,Logan Central,311061331,Logan Central,1,100
311061332,Rochedale South - Priestdale,311061332,Rochedale South - Priestdale,1,100
311061333,Slacks Creek,311061333,Slacks Creek,1,100
311061334,Springwood,311061334,Springwood,1,100
311061335,Underwood,311061335,Underwood,1,100
311061336,Woodridge,311061336,Woodridge,1,100
312011337,Bowen,312011337,Bowen,1,100
312011338,Broadsound - Nebo,312011338,Broadsound - Nebo,1,100
312011339,Clermont,308011191,Central Highlands - West,0.0009042,0.0904241
312011339,Clermont,312011339,Clermont,0.9990958,99.9095759
312011340,Collinsville,312011337,Bowen,0.0087168,0.8716761
312011340,Collinsville,312011340,Collinsville,0.9912827,99.1282745
312011341,Moranbah,312011341,Moranbah,1,100
312021342,Andergrove - Beaconsfield,312021342,Andergrove - Beaconsfield,1,100
312021343,East Mackay,312021343,East Mackay,1,100
312021344,Eimeo - Rural View,312021344,Eimeo - Rural View,1,100
312021345,Eungella Hinterland,312021345,Eungella Hinterland,1,100
312021346,Mackay,312021346,Mackay,0.9999727,99.9972707
312021347,Mackay Harbour,312021347,Mackay Harbour,1,100
312021348,Mount Pleasant - Glenella,312021344,Eimeo - Rural View,0.0010375,0.1037456
312021348,Mount Pleasant - Glenella,312021348,Mount Pleasant - Glenella,0.9989625,99.8962544
312021349,North Mackay,312021349,North Mackay,1,100
312021350,Ooralea - Bakers Creek,312021350,Ooralea - Bakers Creek,1,100
312021351,Pioneer Valley,312021351,Pioneer Valley,0.9996557,99.9655741
312021351,Pioneer Valley,312021353,Seaforth - Calen,0.0003443,0.0344259
312021352,Sarina,312021352,Sarina,1,100
312021353,Seaforth - Calen,312021353,Seaforth - Calen,1,100
312021354,Shoal Point - Bucasia,312021354,Shoal Point - Bucasia,1,100
312021355,Slade Point,312021355,Slade Point,1,100
312021356,South Mackay,312021356,South Mackay,1,100
312021357,Walkerston - Eton,312021350,Ooralea - Bakers Creek,0.0029244,0.2924403
312021357,Walkerston - Eton,312021351,Pioneer Valley,0.000909,0.0909036
312021357,Walkerston - Eton,312021357,Walkerston - Eton,0.9961666,99.6166561
312021358,West Mackay,312021358,West Mackay,1,100
312031359,Airlie - Whitsundays,312031359,Airlie - Whitsundays,1,100
312031360,Cape Conway,312031360,Cape Conway,1,100
312031361,Proserpine,312031361,Proserpine,1,100
313011362,Beachmere - Sandstone Point,313011362,Beachmere - Sandstone Point,1,100
313011363,Bribie Island,313011363,Bribie Island,1,100
313021364,Burpengary - East,313021364,Burpengary - East,1,100
313021365,Caboolture,313021365,Caboolture,1,100
313021366,Caboolture - South,313021366,Caboolture - South,1,100
313021367,Elimbah,313021367,Elimbah,1,100
313021368,Morayfield - East,313021368,Morayfield - East,1,100
313021369,Wamuran,313021366,Caboolture - South,0.000565,0.0565033
313021369,Wamuran,313021367,Elimbah,0.0007302,0.0730162
313021369,Wamuran,313021369,Wamuran,0.9987048,99.8704805
313031370,Kilcoy,313031370,Kilcoy,1,100
313031371,Woodford - D'Aguilar,313031371,Woodford - D'Aguilar,1,100
313041372,Burpengary,313041372,Burpengary,0.9999141,99.991406
313041373,Deception Bay,313041373,Deception Bay,1,99.9999954
313041374,Morayfield,313041374,Morayfield,1,100
313041375,Narangba,313041375,Narangba,1,100
313041376,Upper Caboolture,313021366,Caboolture - South,0.0584274,5.8427392
313041376,Upper Caboolture,313041376,Upper Caboolture,0.9415726,94.1572608
313051377,Clontarf,313051377,Clontarf,1,100
313051378,Margate - Woody Point,313051378,Margate - Woody Point,1,100
313051379,Redcliffe,313051379,Redcliffe,0.9954628,99.5462792
313051379,Redcliffe,313051542,Scarborough - Newport - Moreton Island,0.0045372,0.4537208
313051380,Rothwell - Kippa-Ring,313051380,Rothwell - Kippa-Ring,0.9998537,99.985365
313051380,Rothwell - Kippa-Ring,313051542,Scarborough - Newport - Moreton Island,0.0001463,0.014635
313051381,Scarborough - Newport,313051380,Rothwell - Kippa-Ring,0.0006825,0.0682457
313051381,Scarborough - Newport,313051542,Scarborough - Newport - Moreton Island,0.9993175,99.9317543
314011382,Albany Creek,314011382,Albany Creek,0.9999999,99.9999937
314011383,Cashmere,314011383,Cashmere,1,100
314011384,Dayboro,314011384,Dayboro,1,100
314011385,Eatons Hill,314011385,Eatons Hill,1,100
314011386,Hills District,314011386,The Hills District,1,100
314011387,Samford Valley,314011387,Samford Valley,1,100
314021388,Dakabin - Kallangur,314021388,Dakabin - Kallangur,0.9998771,99.9877056
314021388,Dakabin - Kallangur,314031393,Petrie,0.0001229,0.0122944
314021389,Murrumba Downs - Griffin,314021388,Dakabin - Kallangur,0.0006225,0.0622526
314021389,Murrumba Downs - Griffin,314021389,Murrumba Downs - Griffin,0.9993773,99.9377304
314021390,North Lakes - Mango Hill,314021390,North Lakes - Mango Hill,1,100
314031391,Bray Park,314031391,Bray Park,0.9999999,99.99999
314031392,Lawnton,314031392,Lawnton,1,100
314031393,Petrie,314031393,Petrie,1,100
314031394,Strathpine - Brendale,314031394,Strathpine - Brendale,0.9999663,99.9966275
315011395,Aurukun,315011395,Aurukun,1,100
315011396,Cape York,315011396,Cape York,0.9999972,99.9997166
315011397,Croydon - Etheridge,315011397,Croydon - Etheridge,1,100
315011398,Kowanyama - Pormpuraaw,315011398,Kowanyama - Pormpuraaw,0.9999988,99.999882
315011399,Northern Peninsula,315011399,Northern Peninsula,0.9999991,99.9999129
315011400,Tablelands,315011400,Tablelands,1,100
315011401,Torres,315011401,Torres,0.9999951,99.9995086
315011402,Torres Strait Islands,315011402,Torres Strait Islands,1,100
315011403,Weipa,315011403,Weipa,1,100
315021404,Carpentaria,315021404,Carpentaria,1,100
315021405,Mount Isa,315021405,Mount Isa,1,100
315021406,Mount Isa Region,315021406,Mount Isa Region,1,100
315021407,Northern Highlands,315021407,Northern Highlands,1,100
315031408,Barcaldine - Blackall,315031408,Barcaldine - Blackall,1,100
315031409,Charleville,315031409,Charleville,1,100
315031410,Far Central West,315031410,Far Central West,1,100
315031411,Far South West,315031411,Far South West,1,100
315031412,Longreach,315031412,Longreach,1,100
316011413,Buderim - North,316011413,Buderim - North,0.9997733,99.9773276
316011413,Buderim - North,316011414,Buderim - South,0.0002267,0.0226724
316011414,Buderim - South,316011414,Buderim - South,1,100
316011415,Mountain Creek,316011415,Mountain Creek,0.9999999,99.9999857
316011416,Sippy Downs,316011416,Sippy Downs,1,100
316021417,Aroona - Currimundi,316021417,Aroona - Currimundi,1,100
316021418,Buddina - Minyama,316021418,Buddina - Minyama,1,100
316021419,Caloundra - Kings Beach,316021419,Caloundra - Kings Beach,1,100
316021420,Caloundra - West,316021420,Caloundra - West,1,100
316021421,Golden Beach - Pelican Waters,316021421,Golden Beach - Pelican Waters,1,100
316021422,Moffat Beach - Battery Hill,316021422,Moffat Beach - Battery Hill,1,100
316021423,Parrearra - Warana,316021423,Parrearra - Warana,0.9999999,99.999989
316021424,Wurtulla - Birtinya,316021424,Wurtulla - Birtinya,1,100
316031425,Coolum Beach,316031425,Coolum Beach,1,100
316031426,Marcoola - Mudjimba,316031426,Marcoola - Mudjimba,1,100
316031427,Maroochydore - Kuluin,316031427,Maroochydore - Kuluin,0.9999999,99.999994
316031428,Mooloolaba - Alexandra Headland,316011413,Buderim - North,0.0001614,0.0161401
316031428,Mooloolaba - Alexandra Headland,316031428,Mooloolaba - Alexandra Headland,0.9998385,99.9838508
316041429,Bli Bli,316071545,Bli Bli,1,100
316041430,Diddillibah - Rosemount,316071546,Diddillibah - Rosemount,1,100
316041431,Eumundi - Yandina,316071547,Eumundi - Yandina,1,100
316041432,Nambour,316071548,Nambour,1,100
316041433,Noosa Hinterland,316071547,Eumundi - Yandina,0.0001652,0.0165239
316041433,Noosa Hinterland,316081549,Noosa Hinterland,0.9998348,99.9834761
316051434,Noosa Heads,316051434,Noosa Heads,1,100
316051435,Noosaville,316051435,Noosaville,1,100
316051436,Peregian,316031425,Coolum Beach,0.0003796,0.0379628
316051436,Peregian,316051543,Peregian Beach - Marcus Beach,0.4918383,49.183832
316051436,Peregian,316051544,Peregian Springs,0.5077821,50.7782051
316051437,Sunshine Beach,316051437,Sunshine Beach,1,100
316051438,Tewantin,316051438,Tewantin,1,100
316061439,Beerwah,316061439,Beerwah,0.9996848,99.9684821
316061439,Beerwah,316061442,Landsborough,0.0003146,0.0314623
316061440,Caloundra Hinterland,316061440,Caloundra Hinterland,0.9998617,99.9861669
316061440,Caloundra Hinterland,316061442,Landsborough,0.0001383,0.0138331
316061441,Glass House Mountains,316061441,Glass House Mountains,1,100
316061442,Landsborough,316061440,Caloundra Hinterland,0.0001876,0.0187647
316061442,Landsborough,316061442,Landsborough,0.9998124,99.9812353
316061443,Maroochy Hinterland,316061443,Maroochy Hinterland,1,100
316061444,Palmwoods,316061444,Palmwoods,1,100
317011445,Cambooya - Wyreema,317011445,Cambooya - Wyreema,1,100
317011446,Darling Heights,317011445,Cambooya - Wyreema,0.0001036,0.0103646
317011446,Darling Heights,317011446,Darling Heights,0.9998964,99.9896354
317011447,Drayton - Harristown,317011447,Drayton - Harristown,1,100
317011448,Gatton,317011448,Gatton,0.9998324,99.9832354
317011448,Gatton,317011451,Lockyer Valley - West,0.0001676,0.0167646
317011449,Gowrie (Qld),317011449,Gowrie (Qld),1,100
317011450,Highfields,317011449,Gowrie (Qld),0.0006575,0.0657526
317011450,Highfields,317011450,Highfields,0.9993425,99.9342474
317011451,Lockyer Valley - West,317011451,Lockyer Valley - West,1,100
317011452,Middle Ridge,317011452,Middle Ridge,1,100
317011453,Newtown (Qld),317011453,Newtown (Qld),1,100
317011454,North Toowoomba - Harlaxton,317011454,North Toowoomba - Harlaxton,1,100
317011455,Rangeville,317011455,Rangeville,1,100
317011456,Toowoomba - Central,317011456,Toowoomba - Central,1,100
317011457,Toowoomba - East,317011457,Toowoomba - East,1,100
317011458,Toowoomba - West,317011458,Toowoomba - West,1,100
317011459,Wilsonton,317011459,Wilsonton,1,100
318011460,Ayr,318011460,Ayr,1,100
318011461,Burdekin,318011461,Burdekin,0.9999999,99.9999877
318011462,Charters Towers,318011462,Charters Towers,1,100
318011463,Dalrymple,318011463,Dalrymple,1,100
318011464,Ingham,318011464,Ingham,1,100
318011465,Ingham Region,318011465,Ingham Region,1,100
318011466,Palm Island,318011466,Palm Island,1,100
318021467,Aitkenvale,318021467,Aitkenvale,1,100
318021468,Annandale,318021468,Annandale,0.9999999,99.9999894
318021469,Belgian Gardens - Pallarenda,318021469,Belgian Gardens - Pallarenda,1,100
318021470,Bohle Plains,318021470,Bohle Plains,0.9999169,99.9916944
318021471,Condon - Rasmussen,318021471,Condon - Rasmussen,0.9996952,99.9695192
318021471,Condon - Rasmussen,318021480,Kelso,0.0003048,0.0304808
318021472,Cranbrook,318021472,Cranbrook,1,100
318021473,Deeragun,318021473,Deeragun,1,100
318021474,Douglas,318021474,Douglas,1,100
318021475,Garbutt - West End,318021475,Garbutt - West End,1,100
318021476,Gulliver - Currajong - Vincent,318021476,Gulliver - Currajong - Vincent,1,100
318021477,Heatley,318021477,Heatley,1,100
318021478,Hermit Park - Rosslea,318021478,Hermit Park - Rosslea,1,100
318021479,Hyde Park - Pimlico,318021479,Hyde Park - Pimlico,1,100
318021480,Kelso,318021480,Kelso,1,100
318021481,Kirwan - East,318021481,Kirwan - East,1,100
318021482,Kirwan - West,318021482,Kirwan - West,1,100
318021483,Magnetic Island,318021483,Magnetic Island,1,100
318021484,Mount Louisa,318021484,Mount Louisa,1,100
318021485,Mundingburra,318021485,Mundingburra,1,100
318021486,Northern Beaches,318021486,Northern Beaches,1,100
318021487,Oonoonba,318021487,Oonoonba,0.9999,99.9899995
318021487,Oonoonba,318021491,Wulguru - Roseneath,0.0001,0.0100005
318021488,South Townsville - Railway Estate,318021488,South Townsville - Railway Estate,0.9999998,99.9999804
318021489,Townsville - South,318021489,Townsville - South,1,100
318021490,Townsville City - North Ward,318021490,Townsville City - North Ward,1,100
318021491,Wulguru - Roseneath,318021489,Townsville - South,0.0069159,0.6915907
318021491,Wulguru - Roseneath,318021491,Wulguru - Roseneath,0.9930841,99.3084093
319011492,Ashfield - Kepnock,319011492,Ashfield - Kepnock,1,100
319011493,Bargara - Burnett Heads,319011493,Bargara - Burnett Heads,1,100
319011494,Branyan - Kensington,319011494,Branyan - Kensington,1,100
319011495,Bundaberg,319011495,Bundaberg,1,100
319011496,Bundaberg East - Kalkie,319011496,Bundaberg East - Kalkie,1,100
319011497,Bundaberg North - Gooburrum,319011497,Bundaberg North - Gooburrum,0.9998144,99.9814359
319011497,Bundaberg North - Gooburrum,319011498,Bundaberg Region - North,0.0001856,0.0185641
319011498,Bundaberg Region - North,308051530,Agnes Water - Miriam Vale,0.0001248,0.0124751
319011498,Bundaberg Region - North,319011497,Bundaberg North - Gooburrum,0.0002663,0.026629
319011498,Bundaberg Region - North,319011498,Bundaberg Region - North,0.9994813,99.9481307
319011498,Bundaberg Region - North,319021504,Gin Gin,0.0001277,0.0127652
319011499,Bundaberg Region - South,319011499,Bundaberg Region - South,1,100
319011500,Millbank - Avoca,319011500,Millbank - Avoca,1,100
319011501,Svensson Heights - Norville,319011501,Svensson Heights - Norville,1,100
319011502,Walkervale - Avenell Heights,319011502,Walkervale - Avenell Heights,0.9999127,99.9912701
319021503,Gayndah - Mundubbera,319021503,Gayndah - Mundubbera,0.9998116,99.9811568
319021503,Gayndah - Mundubbera,319021508,Monto - Eidsvold,0.0001884,0.0188432
319021504,Gin Gin,319021504,Gin Gin,0.9999996,99.9999605
319021505,Kingaroy,319021505,Kingaroy,1,100
319021506,Kingaroy Region - North,319021506,Kingaroy Region - North,1,100
319021507,Kingaroy Region - South,319021507,Kingaroy Region - South,1,100
319021508,Monto - Eidsvold,319021508,Monto - Eidsvold,1,100
319021509,Nanango,319021509,Nanango,1,100
319021510,North Burnett,319021510,North Burnett,1,100
319031511,Cooloola,319031511,Cooloola,1,100
319031512,Gympie - North,319031512,Gympie - North,1,100
319031513,Gympie - South,319031513,Gympie - South,1,100
319031514,Gympie Region,319031512,Gympie - North,0.000395,0.0394953
319031514,Gympie Region,319031514,Gympie Region,0.9995798,99.9579814
319031515,Kilkivan,319031515,Kilkivan,1,100
319041516,Booral - River Heads,319041516,Booral - River Heads,1,100
319041517,Craignish - Dundowran Beach,319041517,Craignish - Dundowran Beach,1,100
319041518,Pialba - Eli Waters,319041518,Pialba - Eli Waters,1,100
319041519,Point Vernon,319041519,Point Vernon,1,100
319041520,Torquay - Scarness - Kawungan,319041518,Pialba - Eli Waters,0.0001062,0.0106235
319041520,Torquay - Scarness - Kawungan,319041520,Torquay - Scarness - Kawungan,0.9998938,99.9893765
319041521,Urangan - Wondunna,319041521,Urangan - Wondunna,1,100
319051522,Burrum - Fraser,319051522,Burrum - Fraser,1,100
319051523,Granville,319051523,Granville,1,100
319051524,Maryborough (Qld),319051524,Maryborough (Qld),1,100
319051525,Maryborough Region - South,319051525,Maryborough Region - South,1,100
319051526,Tinana,319051526,Tinana,1,100
397979799,Migratory - Offshore - Shipping (Qld),397979799,Migratory - Offshore - Shipping (Qld),1,100
399999499,No usual address (Qld),399999499,No usual address (Qld),1,100
401011001,Adelaide,401011001,Adelaide,1,100
401011002,North Adelaide,401011002,North Adelaide,1,100
401021003,Adelaide Hills,401021003,Adelaide Hills,1,100
401021004,Aldgate - Stirling,401021004,Aldgate - Stirling,1,100
401021005,Hahndorf - Echunga,401021005,Hahndorf - Echunga,1,100
401021006,Lobethal - Woodside,401021006,Lobethal - Woodside,1,100
401021007,Mount Barker,401021007,Mount Barker,1,100
401021008,Mount Barker Region,401021008,Mount Barker Region,1,100
401021009,Nairne,401021009,Nairne,1,100
401021010,Uraidla - Summertown,401021010,Uraidla - Summertown,1,100
401031011,Burnside - Wattle Park,401031011,Burnside - Wattle Park,1,100
401031012,Glenside - Beaumont,401031012,Glenside - Beaumont,1,100
401031013,Toorak Gardens,401031013,Toorak Gardens,1,100
401041014,Athelstone,401041014,Athelstone,1,100
401041015,Paradise - Newton,401041015,Paradise - Newton,1,100
401041016,Rostrevor - Magill,401041016,Rostrevor - Magill,1,100
401051017,Norwood (SA),401051017,Norwood (SA),1,100
401051018,Payneham - Felixstow,401051018,Payneham - Felixstow,1,100
401051019,St Peters - Marden,401051019,St Peters - Marden,1,100
401061020,Nailsworth - Broadview,401061020,Nailsworth - Broadview,1,100
401061021,Prospect,401061021,Prospect,1,100
401061022,Walkerville,401061022,Walkerville,1,100
401071023,Goodwood - Millswood,401071023,Goodwood - Millswood,1,100
401071024,Unley - Parkside,401071024,Unley - Parkside,1,100
402011025,Gawler - North,402011025,Gawler - North,1,100
402011026,Gawler - South,402011025,Gawler - North,0.0001671,0.0167081
402011026,Gawler - South,402011026,Gawler - South,0.9998329,99.9832919
402011027,Lewiston - Two Wells,402011027,Lewiston - Two Wells,1,100
402021028,Craigmore - Blakeview,402021028,Craigmore - Blakeview,1,100
402021029,Davoren Park,402021029,Davoren Park,1,100
402021030,Elizabeth,402021030,Elizabeth,1,100
402021031,Elizabeth East,402021031,Elizabeth East,1,100
402021032,Munno Para West - Angle Vale,402011025,Gawler - North,0.0002356,0.0235587
402021032,Munno Para West - Angle Vale,402021032,Munno Para West - Angle Vale,0.9997644,99.9764413
402021033,One Tree Hill,402021033,One Tree Hill,1,100
402021034,Smithfield - Elizabeth North,402021034,Smithfield - Elizabeth North,1,100
402021035,Virginia - Waterloo Corner,402021035,Virginia - Waterloo Corner,0.9999997,99.9999732
402031036,Enfield - Blair Athol,402031036,Enfield - Blair Athol,1,100
402031037,Northgate - Oakden - Gilles Plains,402031037,Northgate - Oakden - Gilles Plains,1,100
402031038,Windsor Gardens,402031038,Windsor Gardens,1,100
402041039,Dry Creek - North,402041039,Dry Creek - North,1,100
402041040,Ingle Farm,402041040,Ingle Farm,1,100
402041041,Para Hills,402041041,Para Hills,1,100
402041042,Parafield,402041042,Parafield,1,100
402041043,Parafield Gardens,402041043,Parafield Gardens,1,100
402041044,Paralowie,402041044,Paralowie,1,100
402041045,Pooraka,402041171,Mawson Lakes - Globe Derby Park,0.5869898,58.6989808
402041045,Pooraka,402041172,Pooraka - Cavan,0.4130102,41.3010192
402041046,Salisbury,402041046,Salisbury,1,100
402041047,Salisbury East,402041047,Salisbury East,1,100
402041048,Salisbury North,402041048,Salisbury North,1,100
402051049,Golden Grove,402051049,Golden Grove,1,100
402051050,Greenwith,402051050,Greenwith,1,100
402051051,Highbury - Dernancourt,402051051,Highbury - Dernancourt,1,100
402051052,Hope Valley - Modbury,402051052,Hope Valley - Modbury,1,100
402051053,Modbury Heights,402051053,Modbury Heights,1,100
402051054,Redwood Park,402051054,Redwood Park,1,100
402051055,St Agnes - Ridgehaven,402051055,St Agnes - Ridgehaven,1,100
403011056,Brighton (SA),403011056,Brighton (SA),1,100
403011057,Glenelg (SA),403011057,Glenelg (SA),1,100
403021058,Edwardstown,403021058,Edwardstown,1,100
403021059,Hallett Cove,403021059,Hallett Cove,1,100
