sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,australia,overseas,english,non_english,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_australia,prop_overseas,prop_english,prop_non_english,bachelor_above,bachelor_below,denominator_edu,unknown_edu,managers_professionals,everyone_else,denominator_occup,unknown_occup,less_md_income,more_md_income,denominator_income,unknown_income,social_housing,non_social_housing,denominator_housing_type,unknown_housing_type,prop_bachelor_above,prop_bachelor_below,prop_managers_professionals,prop_everyone_else,prop_less_md_income,prop_more_md_income,prop_social_housing,prop_non_social_housing,arthritis,asthma,cancer,dementia,diabetes,heart_disease,kidney_disease,lung_condition,mental_health,stroke,prop_arthritis,prop_asthma,prop_cancer,prop_dementia,prop_diabetes,prop_heart_disease,prop_kidney_disease,prop_lung_condition,prop_mental_health,prop_stroke
Winston Hills,1,1,11199,1587,1537,961,1358,1748,1359,3124,2319,3107,2650,7685,3330,7797,3191,0.14170908116796144,0.13724439682114475,0.0858112331458166,0.12126082685954102,0.15608536476471113,0.12135012054647737,0.2789534779891062,0.20707206000535763,0.2774354853111885,0.23662827038128403,0.6862219841057238,0.2973479774979909,0.6962228770425931,0.2849361550138405,2936,5160,8791,700,2519,2670,5262,75,3824,4610,8791,352,14,3644,3728,68,0.33397793197588443,0.5869639403935843,0.47871531736982137,0.507411630558723,0.4349903310203617,0.5243999544989193,0.0037553648068669528,0.9774678111587983,893,873,354,82,597,449,112,171,705,83,0.0797392624341459,0.07795338869541923,0.03160996517546209,0.007322082328779355,0.05330833110099116,0.04009286543441379,0.010000892936869364,0.015269220466113046,0.06295204929011519,0.007411376015715689
Pendle Hill - Girraween,1,1,13939,2143,1639,1603,2700,2150,1357,3782,4303,3507,2340,4871,8268,3571,9266,0.15374130138460435,0.11758375780185092,0.11500107611736854,0.19370112633617906,0.15424348948992037,0.09735275127340555,0.2713250591864553,0.3087022024535476,0.25159624076332593,0.16787430949135518,0.3494511801420475,0.5931558935361216,0.2561876748690724,0.6647535691226056,4283,5063,10802,1453,2544,3222,5919,156,4798,5085,10802,908,327,4003,4675,326,0.39650064802814294,0.46870949824106645,0.4298023314749113,0.5443487075519513,0.4441770042584707,0.4707461581188669,0.06994652406417112,0.8562566844919786,738,701,231,88,856,419,109,152,558,63,0.05294497453188894,0.05029055168950427,0.016572207475428653,0.006313221895401392,0.06141043116435899,0.0300595451610589,0.00781978621134945,0.010904656001147858,0.04003156610947701,0.004519692947844178
Wentworthville - Westmead,1,1,21568,3309,2110,3535,5421,2856,1743,5419,8956,4599,2603,6037,14078,4681,15126,0.15342173590504452,0.09783011869436202,0.1639002225519288,0.25134458456973297,0.13241839762611277,0.08081416913946587,0.2512518545994065,0.41524480712166173,0.21323256676557864,0.12068805637982195,0.27990541543026703,0.6527262611275965,0.21703449554896143,0.701316765578635,8421,6374,17011,2212,4801,4822,9861,239,6917,8613,17011,1482,668,6390,7692,604,0.495032625947916,0.3746987243548292,0.48686745766149475,0.4889970591217929,0.4066192463699959,0.5063194403621186,0.08684347373894956,0.8307332293291732,868,931,234,132,1075,493,123,185,907,97,0.04024480712166172,0.04316580118694362,0.010849406528189911,0.006120178041543026,0.0498423590504451,0.02285793768545994,0.005702893175074184,0.008577522255192878,0.042053041543026706,0.0044974035608308606
Parramatta - North,1,1,12062,1545,556,3199,4136,1268,571,2101,7335,1839,796,2249,9052,2381,8786,0.1280882109102968,0.04609517492953076,0.26521306582656273,0.3428950422815453,0.10512352843641187,0.04733874979273752,0.17418338583982756,0.6081081081081081,0.1524622782291494,0.065992372740839,0.1864533244901343,0.7504559774498425,0.19739678328635385,0.7284032498756425,6256,2784,10176,1128,3827,2761,6709,125,3422,5975,10176,781,61,4810,5264,368,0.6147798742138365,0.27358490566037735,0.5704277835743031,0.4115367416902668,0.3362814465408805,0.5871658805031447,0.011588145896656535,0.9137537993920972,207,409,85,9,316,149,38,38,378,26,0.017161333112253357,0.03390814127010446,0.007046924224838335,7.46144917924059e-4,0.026197977118222516,0.0123528436411872,0.003150389653457138,0.003150389653457138,0.03133808655281048,0.002155529762891726
Parramatta - South,1,1,9867,1253,617,2425,2659,1177,725,1870,5084,1902,993,2411,6887,2071,7127,0.1269889530759096,0.06253167122732341,0.2457687240295936,0.2694841390493564,0.11928651059085842,0.07347724739029086,0.189520624303233,0.51525286307895,0.19276375798114928,0.10063849194283978,0.24434985304550522,0.6979831762440458,0.20989155771764467,0.7223066788284179,3959,3330,8277,990,2116,2658,4890,126,3665,4008,8277,603,239,3233,3711,234,0.47831339857436267,0.40231968104385646,0.432719836400818,0.5435582822085889,0.4427932825903105,0.48423341790503804,0.06440312584209108,0.8711937483158179,299,298,96,66,361,154,57,49,408,33,0.030303030303030304,0.03020168237559542,0.00972940103374886,0.006688963210702341,0.03658660180399311,0.01560758082497213,0.005776831863788386,0.004966048444309314,0.041349954393432656,0.0033444816053511705
Rosehill - Harris Park,1,1,9034,1172,529,2255,2493,988,634,1701,4748,1622,960,2224,6289,1970,6408,0.12973212309054682,0.05855656409121098,0.24961257471773302,0.2759574939118884,0.10936462253708214,0.07017932255922073,0.1882886871817578,0.5255700686296214,0.17954394509630286,0.10626522027894621,0.24618109364622537,0.6961478857648882,0.21806508744742084,0.7093203453619659,3565,3014,7542,961,1560,2718,4399,120,3338,3642,7542,561,189,3158,3620,268,0.4726862901087245,0.3996287456907982,0.35462605137531256,0.61786769720391,0.44258817289843544,0.48289578361177404,0.052209944751381215,0.8723756906077348,294,335,80,45,348,164,50,50,381,43,0.032543723710427276,0.0370821341598406,0.008855435023245517,0.004981182200575604,0.038521142351118,0.01815364179765331,0.005534646889528448,0.005534646889528448,0.04217400929820678,0.0047597963249944655
Pennant Hills - Cheltenham,0,1,21737,2520,3057,2089,2194,3197,3102,5577,4283,6299,5586,13170,8080,13715,7367,0.1159313612734048,0.14063578230666604,0.09610341813497723,0.1009338915213691,0.14707641348852188,0.14270598518654828,0.2565671435800708,0.19703730965634633,0.28978239867507016,0.2569811841560473,0.6058793761788656,0.3717164282099646,0.6309518332796614,0.3389152136909417,8857,7332,17600,1418,6200,4127,10467,148,7176,9673,17600,747,139,7082,7418,194,0.5032386363636364,0.41659090909090907,0.5923378236361899,0.3942868061526703,0.4077272727272727,0.5496022727272727,0.018738204367754113,0.9547047721757886,1577,1484,666,184,841,870,184,231,1297,137,0.07254910981276165,0.0682706905276717,0.03063900262225698,0.008464829553296223,0.03868979159957676,0.04002392234438975,0.008464829553296223,0.010627041450062106,0.05966784744905001,0.00630261765653034
Epping (East) - North Epping,1,1,14404,1730,1778,1983,2505,2037,1634,3508,4488,3671,2744,6145,7895,5949,7997,0.12010552624271036,0.12343793390724798,0.13767009164121077,0.1739100249930575,0.1414190502638156,0.1134407109136351,0.24354346014995834,0.31158011663426827,0.2548597611774507,0.19050263815606777,0.4266176062204943,0.548111635656762,0.41301027492363235,0.5551930019439044,6588,4270,11690,842,4390,2761,7262,106,4877,6411,11690,404,26,5008,5202,155,0.5635585970915312,0.3652694610778443,0.604516662076563,0.38019829248141007,0.41719418306244654,0.5484174508126604,0.004998077662437524,0.9627066512879662,617,766,305,90,452,409,66,98,695,59,0.0428353235212441,0.05317967231324632,0.021174673701749514,0.006248264371008053,0.031380172174396,0.028394890308247708,0.004582060538739239,0.006803665648430992,0.048250485976117745,0.004096084420994168
Epping (NSW) - West,1,1,18690,2222,2357,2445,3195,2742,2055,4579,5640,4797,3676,7099,11115,5814,12265,0.11888710540395933,0.12611021936864633,0.13081861958266452,0.1709470304975923,0.14670947030497591,0.10995184590690209,0.24499732477260566,0.3017656500802568,0.256661316211878,0.19668271803103263,0.37982878544676296,0.5947030497592295,0.3110754414125201,0.6562332798287854,8257,5737,15104,1116,5172,3624,8941,146,6690,7905,15104,502,88,6303,6585,186,0.546676377118644,0.379833156779661,0.5784587853707639,0.4053237892853148,0.4429290254237288,0.5233712923728814,0.013363705391040244,0.9571753986332574,800,888,399,53,749,547,100,119,716,102,0.042803638309256285,0.04751203852327448,0.021348314606741574,0.002835741037988229,0.040074906367041196,0.029266987693953986,0.005350454788657036,0.006367041198501872,0.038309256286784374,0.005457463884430177
Gladesville - Huntleys Point,0,1,15456,1720,1678,1866,2354,2278,2026,3398,4220,4304,3534,10165,4829,10887,3937,0.11128364389233955,0.10856625258799171,0.12072981366459627,0.15230331262939958,0.14738612836438925,0.13108178053830227,0.21984989648033126,0.27303312629399584,0.2784679089026915,0.22864906832298137,0.6576733954451346,0.31243530020703936,0.7043866459627329,0.2547230848861284,5578,6095,12850,1181,4714,3412,8236,105,4569,7633,12850,633,282,5859,6347,194,0.43408560311284045,0.4743190661478599,0.5723652258377854,0.41427877610490527,0.3555642023346304,0.5940077821011673,0.04443043957775327,0.9231132818654483,1106,1116,424,67,499,485,76,167,1120,86,0.07155797101449275,0.07220496894409938,0.027432712215320912,0.004334886128364389,0.0322851966873706,0.03137939958592133,0.004917184265010352,0.010804865424430642,0.07246376811594203,0.005564182194616977
Hunters Hill - Woolwich,0,1,9844,987,1543,806,813,1289,1415,2530,1619,2704,3001,6805,2662,7349,1744,0.10026412027631044,0.1567452255180821,0.08187728565623731,0.08258837870784234,0.13094270621698498,0.14374238114587565,0.2570093457943925,0.16446566436407964,0.2746850873628606,0.3048557496952458,0.6912840308817554,0.2704185290532304,0.7465461194636327,0.17716375457131248,3638,3416,8114,1057,2790,1492,4372,83,2858,4464,8114,787,150,3043,3331,135,0.4483608577766823,0.42100073946265715,0.6381518755718206,0.3412625800548948,0.35223071234902636,0.550160216909046,0.04503152206544581,0.9135394776343441,748,626,332,98,284,398,57,109,513,76,0.07598537180008126,0.06359203575782202,0.0337261275904104,0.009955302722470541,0.028850060950832996,0.04043071921982934,0.005790329134498172,0.01107273466070703,0.052112962210483546,0.0077204388459975615
Macquarie Park - Marsfield,0,1,23818,2410,1877,5059,5347,2798,2042,4287,10406,4840,4287,8824,13992,9141,13491,0.1011839785036527,0.07880594508355025,0.21240238475102863,0.22449408010748173,0.11747417919220757,0.08573347888151818,0.17998992358720295,0.43689646485851036,0.20320765807372576,0.17998992358720295,0.37047611050466034,0.5874548660676799,0.38378537240742294,0.5664203543538501,10861,7772,20548,1908,6685,5369,12264,211,9043,10374,20548,1134,280,9297,10060,458,0.5285672571539809,0.3782363247031341,0.5450913242009132,0.4377853881278539,0.44009149308935175,0.5048666536889235,0.027833001988071572,0.9241550695825049,1188,1316,493,284,837,697,184,192,1390,160,0.04987824334536905,0.055252330170459316,0.020698631287261734,0.011923755143169032,0.03514148962969183,0.02926358216474935,0.00772524981106726,0.008061130237635402,0.05835922411621463,0.006717608531362835
North Ryde - East Ryde,0,1,15622,1863,1646,2037,2733,2169,1935,3509,4770,4104,3235,8204,6839,8207,6582,0.11925489694021252,0.10536422993214697,0.13039303546280887,0.17494558955319423,0.13884265779029573,0.12386378184611445,0.2246191268723595,0.30533862501600306,0.2627064396364102,0.20707975931378825,0.5251568301113814,0.4377800537703239,0.5253488669824606,0.42132889514786837,5882,5662,12904,1357,4464,3354,7959,139,5088,7008,12904,788,239,5230,5718,235,0.45582765034097955,0.43877867327960324,0.5608744817188089,0.421409724839804,0.39429634221946686,0.5430874147551147,0.04179783140958377,0.9146554739419377,916,967,376,75,631,514,97,153,977,97,0.05863525796953015,0.061899884777877355,0.02406862117526565,0.0048009217769811804,0.04039175521700166,0.03290231724491102,0.00620919216489566,0.009793880425041607,0.06254000768147484,0.00620919216489566
West Ryde - Meadowbank,0,1,20102,2311,1634,3136,4435,2787,2137,3945,7571,4924,3666,8903,10588,8540,10752,0.11496368520545219,0.08128544423440454,0.1560043776738633,0.22062481345139787,0.1386429211023779,0.10630783006666003,0.19624912943985673,0.37662919112526116,0.24495075116903792,0.18236991344144862,0.44289125460153217,0.526713759824893,0.4248333499154313,0.5348721520246742,8138,7301,16933,1490,5463,4982,10650,203,6936,9274,16933,720,211,7803,8315,281,0.4806000118112561,0.43116990491938817,0.5129577464788733,0.46779342723004697,0.40961436248745053,0.5476879466131223,0.025375826819001805,0.9384245339747445,937,1018,401,122,789,502,137,151,1150,113,0.04661227738533479,0.050641727191324246,0.01994826385434285,0.006069047855934733,0.039249825887971344,0.024972639538354394,0.0068152422644512985,0.0075116903790667594,0.057208237986270026,0.005621331210824794
Putney,0,1,4163,416,586,490,404,507,675,1002,894,1182,1084,2747,1278,2745,1275,0.09992793658419409,0.14076387220754263,0.1177035791496517,0.09704539995195773,0.12178717271198655,0.1621426855632957,0.24069180879173674,0.21474897910160942,0.2839298582752822,0.2603891424453519,0.6598606773961085,0.3069901513331732,0.6593802546240691,0.3062695171751141,1364,1809,3455,297,1216,937,2164,17,1343,1982,3455,136,8,1340,1387,44,0.3947901591895803,0.523589001447178,0.5619223659889094,0.4329944547134935,0.388712011577424,0.5736613603473227,0.005767844268204758,0.966113914924297,279,258,137,20,169,171,38,37,192,42,0.06701897669949555,0.06197453759308191,0.03290895988469854,0.004804227720393947,0.04059572423732885,0.04107614700936824,0.009128032668748499,0.008887821282728801,0.04612058611578189,0.010088878212827288
Denistone,0,1,6969,816,895,700,776,980,1004,1711,1476,1984,1796,3904,2908,3637,3135,0.11708996986655187,0.12842588606686756,0.10044482709140479,0.11135026546132874,0.14062275792796672,0.14406658057110058,0.24551585593341943,0.21179509255273354,0.2846893384990673,0.2577127277945186,0.5601951499497776,0.4172765102597216,0.5218826230449132,0.4498493327593629,2646,2578,5676,470,1850,1374,3274,51,2516,2969,5676,179,6,2249,2308,52,0.46617336152219874,0.45419309372797745,0.5650580329871716,0.41967012828344535,0.44326990838618746,0.5230796335447498,0.0025996533795493936,0.9744367417677643,416,409,180,35,291,251,47,64,331,44,0.05969292581432056,0.05868847754340652,0.02582866982350409,0.00502224135457024,0.04175634954799828,0.036016645142775146,0.006744152676137179,0.00918352704835701,0.04749605395322141,0.006313674845745444
Eastwood,1,1,18974,2061,1789,2734,3141,2454,2402,3850,5875,4856,4394,7148,11144,5702,12492,0.10862232528723516,0.09428691894170971,0.14409191525245071,0.1655423210709392,0.12933487930852747,0.1265942869189417,0.20290924422894488,0.3096342363233899,0.2559291662274692,0.23158005691999578,0.376726046168441,0.5873300305681459,0.30051649625803734,0.6583746178981764,7327,7099,15972,1542,4321,4103,8615,183,7845,7342,15972,777,300,6252,6833,273,0.458740295517155,0.44446531430002506,0.5015670342426001,0.4762623331398723,0.4911720510894065,0.459679439018282,0.04390458071125421,0.9149714620225377,924,878,387,92,932,586,149,143,848,126,0.04869821861494677,0.046273848424159374,0.020396331822493938,0.004848740381574786,0.04911984821334458,0.0308843680826394,0.007852851270159165,0.007536629071360809,0.0446927374301676,0.0066406661747654685
Ryde - North,0,1,20291,2329,2156,2554,3322,2886,2592,4485,5876,5478,4446,10446,9108,10072,9360,0.11477995170272534,0.10625400423833227,0.12586861169976837,0.16371790448967521,0.14223054556207185,0.12774136316593562,0.22103395594105762,0.2895865161894436,0.26997190872800747,0.21911192154157016,0.5148095214627174,0.44886895668030163,0.49637770440096596,0.4612882558769898,6426,8742,16827,1658,4565,5174,9928,189,7485,8480,16827,857,398,7210,7918,299,0.38188625423426636,0.519522196469959,0.4598106365834005,0.5211522965350524,0.4448208236762346,0.5039519819337969,0.05026521848951755,0.9105834806769386,1297,1156,491,105,952,665,164,233,1278,122,0.06391996451628801,0.05697107091814105,0.024197920260213886,0.005174707998620078,0.04691735252082204,0.03277315065792716,0.00808240106451136,0.011482923463604553,0.06298358878320437,0.0060125178650633285
Ryde - South,0,1,11972,1624,752,2048,3450,1494,910,2376,5498,2404,1694,4994,6481,4750,6546,0.13564984964918142,0.06281323087203475,0.17106582024724357,0.28817240227196794,0.1247911794186435,0.07601069161376545,0.19846308052121617,0.4592382225192115,0.20080187103240896,0.1414968259271634,0.4171399933177414,0.5413464751085867,0.39675910457734714,0.5467758102238557,5263,3662,9937,1006,3623,2744,6465,110,3468,5828,9937,636,26,4812,5073,213,0.5296367112810707,0.3685216866257422,0.5604021655065738,0.42443928847641144,0.34899869175807585,0.5864949179832948,0.005125172481766214,0.9485511531638084,426,626,173,59,343,225,65,67,585,59,0.035583027063147345,0.05228867357166722,0.014450384229869696,0.004928165720013365,0.028650183762111595,0.018793852322084866,0.005429335115268961,0.00559639158035416,0.048864016037420646,0.004928165720013365
Ashcroft - Busby - Miller,0,1,17962,2826,2942,2455,2277,2044,2201,5768,4732,4245,3225,9599,6627,6740,9309,0.15733214564079723,0.16379022380581226,0.13667743013027503,0.12676762053223473,0.11379579111457522,0.12253646587239728,0.3211223694466095,0.26344505066250973,0.2363322569869725,0.17954570760494376,0.5344059681549939,0.3689455517202984,0.37523661062242514,0.5182607727424563,973,9941,13625,2720,653,3346,4147,136,8776,3280,13625,1561,1717,3458,5861,646,0.07141284403669725,0.7296146788990826,0.15746322642874366,0.8068483240897034,0.6441100917431193,0.24073394495412845,0.2929534209179321,0.5900017061934824,1575,1587,327,93,1255,712,218,342,1393,232,0.08768511301636789,0.08835319006792117,0.01820509965482686,0.005177597149537913,0.06986972497494712,0.03963923839216123,0.012136733103217905,0.019040195969268457,0.07755261106780982,0.012916156330030064
Austral - Greendale,0,1,12533,1889,1617,1797,2147,1500,1339,3506,3944,2839,2244,7215,4515,5800,5633,0.15072209367270406,0.12901938881353228,0.1433814729115136,0.1713077475464773,0.11968403414984441,0.10683794781776111,0.2797414824862363,0.3146892204579909,0.22652198196760553,0.17904731508816724,0.5756802042607516,0.3602489427910317,0.46277826537939837,0.4494534429107157,1850,6467,9808,1493,1747,3354,5240,129,4473,4354,9808,983,3,3500,3818,307,0.1886215334420881,0.6593597063621534,0.3333969465648855,0.6400763358778626,0.4560562805872757,0.4439233278955954,7.85751702462022e-4,0.9167103195390257,764,676,218,42,584,344,79,118,541,90,0.060959068060320754,0.05393760472352988,0.017394079629777386,0.0033511529561956435,0.046596983962339425,0.02744753849836432,0.006303359131891805,0.00941514401978776,0.04316604165004388,0.007181042048990664
Badgerys Creek,0,1,25,0,0,8,3,4,0,0,11,4,3,16,10,19,6,0,0,0.32,0.12,0.16,0,0,0.44,0.16,0.12,0.64,0.4,0.76,0.24,6,16,25,0,4,3,14,0,5,9,25,0,0,10,8,0,0.24,0.64,0.2857142857142857,0.21428571428571427,0.2,0.36,0,1.25,3,0,5,0,4,0,0,0,0,0,0.12,0,0.2,0,0.16,0,0,0,0,0
Cecil Hills,0,1,6906,708,1141,1022,703,901,1104,1849,1725,2005,1328,3646,3039,2617,3990,0.10251954821894005,0.16521865044888503,0.14798725745728353,0.10179554011004924,0.13046626122212568,0.15986099044309296,0.26773819866782506,0.24978279756733276,0.29032725166521867,0.19229655372140167,0.5279467130031856,0.44005212858384013,0.37894584419345495,0.577758470894874,1153,3870,5686,664,1021,2029,3079,45,2881,2532,5686,279,3,1833,1903,68,0.20277875483644037,0.6806190643686247,0.3316011692107827,0.6589801883728483,0.5066830812521984,0.4453042560675343,0.0015764582238570678,0.9632159747766684,430,408,123,36,399,205,61,54,274,49,0.06226469736461048,0.059079061685490875,0.017810599478714162,0.005212858384013901,0.0577758470894874,0.029684332464523604,0.008832898928468,0.007819287576020852,0.03967564436721691,0.007095279467130032
Green Valley,0,1,12919,1600,1887,1936,1505,1623,1821,3487,3441,3444,2553,5783,6606,3547,8646,0.12384859509249942,0.1460639368372165,0.1498568000619243,0.11649508475888226,0.1256289186469541,0.1409551822896509,0.2699125319297159,0.2663518848208066,0.266584100936605,0.1976159145444694,0.4476352658874526,0.511339886988157,0.27455685424568466,0.6692468457310937,1550,7329,10400,1529,1175,3429,4716,118,6019,3766,10400,621,187,3302,3682,177,0.14903846153846154,0.7047115384615384,0.2491518235793045,0.7270992366412213,0.57875,0.3621153846153846,0.050787615426398695,0.8967952199891364,767,762,199,52,873,381,109,107,536,91,0.05936992027246691,0.05898289341280285,0.015403669014629615,0.004025079340506231,0.067574889697345,0.029491446706401424,0.008437185540676522,0.008282374796810899,0.041489279355987306,0.007043888845885905
Hinchinbrook,0,1,13038,1817,2050,1874,1679,1730,1836,3867,3553,3566,2052,6536,6020,4435,7919,0.13936186531676636,0.15723270440251572,0.14373370148795828,0.1287774198496702,0.132689062739684,0.140819144040497,0.2965945697192821,0.27251112133762845,0.273508206780181,0.1573861021629084,0.5013038809633379,0.4617272587820218,0.3401595336708084,0.6073784322748887,1765,7192,10182,1215,1459,3591,5167,120,5526,4186,10182,481,58,3392,3610,163,0.1733451188371636,0.7063445295619721,0.28236887942713373,0.6949874201664409,0.5427224513847967,0.41111765861323907,0.016066481994459834,0.939612188365651,740,825,214,57,710,394,102,101,552,84,0.05675717134529836,0.06327657616198804,0.016413560362018714,0.0043718361711919005,0.054456204939407886,0.030219358797361557,0.007823285780027611,0.007746586899831262,0.04233778186838472,0.006442705936493327
Hoxton Park - Carnes Hill - Horningsea Park,0,1,13263,1986,2303,1732,1899,1983,1649,4289,3631,3632,1698,6902,5871,5118,7444,0.14973987785568876,0.1736409560431275,0.13058885621654226,0.14318027595566613,0.14951368468672246,0.1243308452084747,0.3233808338988163,0.2737691321722084,0.27384452989519714,0.12802533363492422,0.5203950840684611,0.44266003166704365,0.38588554625650306,0.5612606499283722,1959,6928,10065,1189,1736,3670,5535,132,4908,4598,10065,555,55,3461,3687,163,0.1946348733233979,0.6883258817685047,0.3136404697380307,0.6630532971996387,0.4876304023845007,0.4568306010928962,0.014917276918904258,0.9387035530241389,615,804,170,33,718,316,90,81,516,79,0.04636959963809093,0.06061976928296765,0.012817612908090175,0.0024881248586292692,0.0541355651059338,0.023825680464449973,0.006785795068988917,0.006107215562090025,0.03890522506220312,0.005956420116112493
West Hoxton - Middleton Grange,0,1,17194,2816,2934,2179,2613,2679,1984,5750,4792,4663,1988,9726,6895,7541,8818,0.16377806211469118,0.1706409212515994,0.12673025474002558,0.15197161800628126,0.15581016633709432,0.11538908921716878,0.33441898336629056,0.27870187274630687,0.2711992555542631,0.11562172850994533,0.5656624403861812,0.401011980923578,0.4385832267069908,0.5128533209259044,2614,8831,12842,1387,2435,4837,7411,138,6063,6143,12842,633,27,4445,4681,203,0.203550848777449,0.6876654726678088,0.328565645661854,0.6526784509512886,0.47212272231739605,0.4783522815760785,0.005767998290963469,0.9495834223456526,785,946,199,39,800,366,101,92,664,109,0.04565546120739793,0.055019192741654066,0.011573804815633361,0.002268233104571362,0.04652785855530999,0.02128649528905432,0.005874142142607886,0.005350703733860649,0.038618122600907294,0.0063394207281609865
Cobbitty - Bringelly,0,1,4761,694,614,649,701,608,491,1308,1350,1099,1011,3714,834,3876,638,0.14576769586221383,0.12896450325561856,0.136315900021004,0.14723797521529092,0.12770426381012392,0.10312959462297837,0.27473219911783237,0.2835538752362949,0.23083385843310228,0.2123503465658475,0.7800882167611847,0.1751732829237555,0.81411468178954,0.13400546103759714,688,2653,3733,386,823,1480,2358,54,1530,1979,3733,229,4,1524,1602,62,0.18430216983659256,0.7106884543262791,0.34902459711620015,0.6276505513146734,0.40985802303777125,0.5301366193410126,0.0024968789013732834,0.951310861423221,451,342,138,19,194,183,39,59,336,37,0.09472799831968073,0.07183364839319471,0.028985507246376812,0.003990758244066373,0.040747742070993485,0.03843730308758664,0.008191556395715185,0.012392354547364,0.07057340894770006,0.007771476580550304
Gledswood Hills - Gregory Hills,0,1,14299,3154,1617,2101,3488,1826,1057,4771,5589,2883,1050,9509,4385,8716,4985,0.22057486537520107,0.11308483110707042,0.14693335198265614,0.24393314217777468,0.1277012378488006,0.07392125323449192,0.3336596964822715,0.3908664941604308,0.20162249108329253,0.07343170851108469,0.6650115392684803,0.30666480173438704,0.6095531156024897,0.3486257780264354,2810,6568,10213,824,2695,4478,7309,140,3439,6357,10213,406,8,4300,4467,139,0.27513952805248215,0.6431019289141291,0.36872349158571627,0.6126693118073608,0.3367276999902086,0.6224419857044943,0.0017909111260353706,0.9626147302440117,552,992,162,21,456,232,77,65,748,53,0.03860409818868452,0.06937548080285334,0.011329463598853066,0.0014686341702216939,0.03189034198195678,0.01622491083292538,0.005384991957479544,0.0045457724316385765,0.052311350444086996,0.003706552905797608
Leppington - Catherine Field,0,1,12559,2248,1449,1743,2502,1519,1152,3697,4245,2671,1951,7527,4595,6469,5558,0.17899514292539215,0.1153754279799347,0.13878493510629827,0.19921968309578789,0.12094912015287841,0.09172704833187356,0.29437057090532687,0.33800461820208616,0.21267616848475196,0.155346763277331,0.5993311569392468,0.36587307906680466,0.5150887809538977,0.4425511585317302,2419,6114,9503,978,2102,3532,5745,117,4132,4924,9503,450,5,3713,3904,169,0.2545511943596759,0.6433757760707145,0.3658833768494343,0.6147954743255004,0.4348100599810586,0.5181521624750078,0.0012807377049180327,0.9510758196721312,793,759,213,48,571,346,77,106,605,76,0.06314196990206226,0.06043474798948961,0.016959949040528704,0.0038219603471613983,0.0454654032964408,0.027549964169121744,0.006131061390238076,0.008440162433314755,0.048172625209013456,0.006051437216338881
Oran Park,0,1,17624,4017,2205,2469,4164,2263,1150,6222,6633,3413,1356,10964,5996,9946,6815,0.22792782569223785,0.1251134816159782,0.14009305492510213,0.2362687244666364,0.12840444847934634,0.06525192918747164,0.3530413073082161,0.37636177939173854,0.19365637766681798,0.07694053563322742,0.6221062187925556,0.34021788470267816,0.5643440762596459,0.3866886064457558,3283,7876,12341,1185,2816,5265,8232,163,4677,7043,12341,624,7,5101,5345,231,0.26602382302892796,0.6381978769953812,0.34207968901846453,0.6395772594752187,0.3789806336601572,0.5706992950328175,0.0013096351730589337,0.9543498596819457,638,1207,212,51,618,301,83,110,1014,89,0.03620063549704948,0.06848615524285066,0.012029051293690422,0.002893781207444394,0.035065819337267365,0.017078983204720836,0.004709487063095779,0.006241488878801634,0.05753517930095325,0.005049931911030413
Bonnyrigg Heights - Bonnyrigg,0,1,17154,1891,2544,2499,2062,2069,2298,4435,4561,4367,3783,7235,9174,4234,11877,0.11023667949166376,0.1483036026582721,0.14568030779993005,0.12020519995336365,0.12061326804243908,0.13396292409933544,0.25854028214993585,0.26588550775329367,0.2545761921417745,0.220531654424624,0.42176751778010957,0.5348023784540049,0.24682289844934127,0.692374956278419,1947,9670,14003,2390,1496,4120,5748,132,8409,4667,14003,924,729,4064,5064,279,0.13904163393558522,0.6905663072198814,0.26026443980514963,0.7167710508002784,0.6005141755338141,0.3332857244876098,0.14395734597156398,0.8025276461295419,1108,1062,297,123,1224,589,185,169,805,165,0.0645913489565116,0.06190975865687303,0.017313746065057714,0.0071703392794683456,0.07135362014690451,0.034336014923632974,0.010784656639850764,0.009851929579106914,0.046927830243674945,0.009618747813920952
Bossley Park - Abbotsbury,0,1,19690,2100,2686,2534,2165,2381,2676,4786,4699,5057,5152,8969,9850,6750,11716,0.10665312341289995,0.13641442356526157,0.12869476891823262,0.10995429151853733,0.12092432706957847,0.13590655154900966,0.2430675469781615,0.23864906043676992,0.2568308786185881,0.2616556627729812,0.4555104113763332,0.500253936008126,0.34281361097003554,0.5950228542407313,2583,11293,16302,2427,2158,4609,6897,131,9447,5797,16302,1070,229,5391,5909,272,0.1584468163415532,0.6927370874739296,0.31288966217195885,0.6682615629984051,0.5794994479205006,0.35560053981106615,0.038754442376036556,0.9123371128786597,1727,1050,498,250,1416,876,189,203,1044,204,0.08770949720670392,0.053326561706449976,0.025292026409344845,0.012696800406297613,0.07191467750126967,0.04448958862366684,0.009598781107160996,0.010309801929913662,0.05302183849669883,0.010360589131538853
