sa2_name_2021,in_wslhd,in_metro,pop_size,bachelor_above,adv_diploma,high_school_below,managers_professionals,everyone_else,one_family,multi_family,non_family,neg_nil_income,very_low_income,low_income,middle_income,high_income,very_high_income,employed,unemployed,not_in_labour_force,prop_bachelor_above,prop_adv_diploma,prop_high_school_below,prop_managers_professionals,prop_everyone_else,prop_one_family,prop_multi_family,prop_non_family,prop_neg_nil_income,prop_very_low_income,prop_low_income,prop_middle_income,prop_high_income,prop_very_high_income,prop_employed,prop_unemployed,prop_not_in_labour_force
Ballina Surrounds,0,0,18327,3451,1568,8387,3130,5390,4893,153,1776,81,1885,1140,1567,484,1235,8683,291,5407,0.22857332096966484,0.10385481520731223,0.5555040402702345,0.36068218483521547,0.6211108550357225,0.2737189527858581,0.008558961736406355,0.09935108525397181,0.0045897552130553035,0.10681097008159565,0.06459655485040798,0.08879193109700816,0.02742520398912058,0.06997960108794198,0.5751092859981455,0.019274076036561134,0.35812690422572524
Bangalow,0,0,6958,1829,629,2239,1657,1562,1646,56,564,29,455,288,489,164,683,3285,139,1610,0.32377411931315275,0.11134714108691804,0.396353336873783,0.5053369929856664,0.4763647453491918,0.24567164179104478,0.00835820895522388,0.08417910447761194,0.0045024064586244375,0.07064120478186617,0.04471355379599441,0.0759198882161155,0.02546188480049682,0.10603943487036174,0.5815188528943176,0.02460612497787219,0.2850061957868649
Brunswick Heads - Ocean Shores,0,0,9170,2117,897,3654,1600,2468,2181,55,1282,41,1099,587,915,232,481,4169,237,2640,0.27532839120821956,0.1166601638704643,0.47522434646898165,0.38369304556354916,0.5918465227817746,0.2516732056312024,0.006346642049388415,0.1479344564966536,0.004868780429877687,0.13050706566916043,0.06970668566678542,0.10865692910580692,0.02755017218857618,0.05711910699441872,0.542203147353362,0.030823253999219664,0.34334763948497854
Byron Bay,0,0,10914,3135,1041,3878,2343,2981,2256,49,1645,90,1048,529,882,296,971,5469,306,2802,0.33262599469496024,0.11045092838196287,0.41145888594164454,0.42872827081427267,0.5454711802378774,0.23480432972522897,0.005099916736053289,0.17121149042464612,0.00962360992301112,0.11206159110350727,0.056565440547476475,0.09431137724550898,0.03165098374679213,0.10382805816937553,0.5802652519893899,0.03246684350132626,0.2972944297082228
Evans Head,0,0,5643,651,379,2972,661,1512,1442,42,784,43,989,426,449,123,221,2214,100,1976,0.13685095648517973,0.07967206222409082,0.6247635064116039,0.29868956168097605,0.6832354270221419,0.2741966153261076,0.007986309184255563,0.14907777143943715,0.008452919205818754,0.19441714173383134,0.08374287399252998,0.08826420287006094,0.024179280518969924,0.043444073127580106,0.4654193819634223,0.021021652301870926,0.41538784948496954
Lennox Head - Skennars Head,0,0,9236,2435,874,3347,2147,2540,2479,52,810,48,708,459,779,296,922,4728,156,2160,0.32865433931704685,0.11796463760291537,0.4517478742070455,0.4538152610441767,0.5368843796237582,0.27844546781983603,0.005840727844546782,0.09098056834774795,0.005468215994531784,0.08065618591934381,0.052289815447710185,0.08874458874458875,0.033720665299612665,0.10503531556163136,0.6381427992981509,0.021055473073289244,0.2915373194763126
Mullumbimby,0,0,8896,2064,785,3222,1613,2027,1927,74,1071,63,1006,530,616,192,463,3720,219,2513,0.2792963464140731,0.10622462787550745,0.43599458728010826,0.4330201342281879,0.5441610738255034,0.22556478988645676,0.00866206250731593,0.12536579655858598,0.007720588235294118,0.1232843137254902,0.06495098039215687,0.07549019607843137,0.023529411764705882,0.05674019607843137,0.503382949932341,0.02963464140730717,0.3400541271989175
Casino,0,0,12298,747,559,7031,887,3620,3033,76,1598,64,1990,849,962,213,349,4563,245,4234,0.07541645633518425,0.05643614336193842,0.7098435133770823,0.19413438389144233,0.7922959072007004,0.2535529175723123,0.006353452599899682,0.13358970071894333,0.005491205491205491,0.17074217074217074,0.07284427284427285,0.08253968253968254,0.018275418275418277,0.029944229944229944,0.4606764260474508,0.024734982332155476,0.42746087834427055
Casino Surrounds,0,0,7381,606,416,3935,919,2021,1792,57,710,52,1006,423,497,155,263,3014,143,2230,0.09932797901983281,0.0681855433535486,0.6449762334043599,0.3053156146179402,0.6714285714285714,0.25317886408589996,0.008053122350946596,0.10031082226617688,0.007633587786259542,0.14768056371109806,0.062096300645918964,0.07295948326482678,0.02275396359365825,0.038608338226658837,0.49401737420095065,0.02343878052778233,0.3655138501884937
Goonellabah,0,0,13591,2052,963,6857,1802,4193,3408,93,1848,50,1901,912,1218,377,647,6072,303,4188,0.18473172488296724,0.08669427439683111,0.6173028447965431,0.29672320105384486,0.6904330643833361,0.2568198944988696,0.007008289374529013,0.13926149208741523,0.003818834491713129,0.14519208737493317,0.06965554112884748,0.09302680821813182,0.028794012067516993,0.04941571832276789,0.5466330572560317,0.0272776377385668,0.3770255671588045
Kyogle,0,0,7611,887,557,3898,915,1855,1895,59,1079,58,1363,523,565,118,230,2838,175,2724,0.13937774984286613,0.08752357008170962,0.6125078566939032,0.3225237927388086,0.6538597109622841,0.2634139560745065,0.008201278843480679,0.14998609952738393,0.008324960528204393,0.19563657241280322,0.07506817855604996,0.08109659824888761,0.016936988660829624,0.03301277450839673,0.44594594594594594,0.02749842866121936,0.42803268384663734
Lismore,0,0,15229,2534,1040,7478,1926,4622,3476,78,2670,75,2506,1088,1377,350,548,6643,475,4625,0.1986516149263092,0.08153026026967701,0.5862339291313892,0.2899292488333584,0.6957699834412163,0.23676861249233702,0.0053129895783665965,0.18186772018254888,0.005223932576443547,0.17454900048756705,0.07578184857560771,0.09591140210350352,0.02437835202340322,0.03816953402521418,0.520774537472562,0.03723737848855441,0.3625744747569771
Lismore Surrounds,0,0,15786,3151,1296,6805,2909,4437,4047,113,1528,79,1695,934,1239,424,943,7472,325,4144,0.24025924513915364,0.09881814715974076,0.5188715211589783,0.3891118245050829,0.5934991974317817,0.26544667453758364,0.007411780139052866,0.10022300931391841,0.005354843082762828,0.11489188639598726,0.06330915745949976,0.08398291872839422,0.028739917304954926,0.06391920287399173,0.5697293175752954,0.024780785360274494,0.31597407548608464
Kingscliff - Fingal Head,0,0,14818,2975,1326,6449,2687,3800,3805,92,1726,113,1763,823,1123,343,1281,6605,281,4596,0.24534059046676562,0.10935180603661554,0.5318324261916543,0.4068130204390613,0.5753217259651779,0.27441223135727677,0.0066349343718448,0.12447713832395789,0.008263254113345522,0.12892138939670933,0.06018281535648994,0.08212065813528337,0.025082266910420474,0.0936745886654479,0.5446973445489032,0.02317334652812139,0.37902028698664025
Murwillumbah,0,0,9501,1218,649,4759,973,2728,2349,74,1244,60,1482,645,775,180,299,3760,238,3149,0.1562740569668976,0.08326918142160636,0.6105978958172954,0.25863902179691656,0.7251461988304093,0.2546893635476526,0.008023419711590589,0.13488019082727962,0.006631299734748011,0.16379310344827586,0.07128647214854111,0.08565428824049513,0.01989389920424403,0.033045977011494254,0.4824223761868104,0.030536309982037466,0.4040287400564537
Murwillumbah Surrounds,0,0,10352,1650,829,4729,1545,2746,2498,119,899,43,1128,593,757,234,509,4388,259,3039,0.1905311778290993,0.09572748267898383,0.5460739030023095,0.35193621867881547,0.6255125284738041,0.2508787787486191,0.011951390981219242,0.09028823942954706,0.004485240429748618,0.11765933034317305,0.06185459476374257,0.07896109314696985,0.024408052571190154,0.05309272973818713,0.5066974595842956,0.029907621247113166,0.3509237875288684
Pottsville,0,0,14086,2324,1189,6230,2106,3876,3618,90,1332,90,1555,831,1186,380,795,6095,294,4000,0.20733339280934962,0.10607547506468017,0.555803372290124,0.34552912223133714,0.6359310910582444,0.2688963210702341,0.006688963210702341,0.09899665551839465,0.006813536225300931,0.11772276478158832,0.06291165114694526,0.08978726625785449,0.02876826406238171,0.06018623665682489,0.5437594789900972,0.026228923186724953,0.3568560977785708
Tweed Heads,0,0,20563,2914,1632,10419,2424,5773,5118,140,3364,146,3390,1542,1689,463,968,8362,493,7372,0.1636527013366281,0.0916544984836572,0.5851398405032011,0.28988280315713943,0.6903850753408276,0.26183045991712284,0.007162224382258147,0.17209802015654577,0.007669275621158796,0.17807427640909806,0.08100015758785523,0.08872196249409045,0.02432105899038714,0.050848347953984345,0.4696169830394249,0.02768729641693811,0.4140177468269123
Banora Point,0,0,16320,1933,1364,8783,1848,4896,4373,122,1875,111,2212,1052,1288,443,849,6902,307,5885,0.14058181818181817,0.0992,0.6387636363636363,0.2679814385150812,0.7099767981438515,0.27408335944844875,0.007646505797555625,0.11751801942964588,0.00703511218151857,0.1401952085181899,0.0666751172518697,0.08163265306122448,0.02807706933705159,0.05380910128026366,0.5019636363636364,0.022327272727272727,0.428
Terranora - North Tumbulgum,0,0,3324,593,279,1515,591,997,862,38,157,18,214,145,249,89,306,1618,73,826,0.22556104982883227,0.10612400152149107,0.5762647394446557,0.36391625615763545,0.6139162561576355,0.26393141457440294,0.011635027556644213,0.04807103490508267,0.005567584287039901,0.06619239096814104,0.04484998453448809,0.07701824930405196,0.027528611197030622,0.09464893287967832,0.6154431342715861,0.027767211867630277,0.3141879041460631
Tweed Heads South,0,0,8423,793,598,4837,669,2221,2102,37,1571,85,1801,641,635,154,254,2948,201,3719,0.1081707816123312,0.08157140908470877,0.6598008457236393,0.22739632902787218,0.7549286199864038,0.2582944212337184,0.0045465716392233966,0.19304497419513394,0.01062632829103638,0.22515314414301787,0.08013501687710964,0.07938492311538943,0.019252406550818852,0.03175396924615577,0.4021279498022098,0.027417814759241578,0.5072977765652708
Griffith (NSW),0,0,20569,2453,1127,10614,2771,7274,4885,183,2110,105,1821,1091,1862,593,1255,10301,352,4666,0.14781560711057548,0.0679120216932811,0.639590238023501,0.26897689768976896,0.7060764900019414,0.24491126040308833,0.009174771884087034,0.10578562117717838,0.005370843989769821,0.0931457800511509,0.055805626598465476,0.09524296675191816,0.03033248081841432,0.06419437340153453,0.6207291352817114,0.02121120819523953,0.2811690268153058
Griffith Surrounds,0,0,12760,1083,658,6686,2346,3951,3078,59,1123,78,1072,685,1085,297,736,6440,165,2432,0.10567915690866511,0.06420765027322405,0.6524199843871975,0.36445549168867486,0.6137952462327171,0.2504271418110813,0.0048002603531038975,0.09136766739890977,0.006618021381299848,0.09095537077889021,0.05811980315628712,0.09205837434244019,0.025199389105718648,0.06244697098252164,0.6284153005464481,0.016100702576112413,0.2373145979703357
Leeton,0,0,10330,902,468,5704,1228,3310,2452,61,1112,76,1145,582,838,255,523,4643,187,2728,0.11021505376344086,0.05718475073313783,0.696969696969697,0.26459814695108813,0.7132083602671838,0.24485719992011185,0.006091471939285001,0.11104453764729379,0.00778688524590164,0.1173155737704918,0.05963114754098361,0.08586065573770492,0.02612704918032787,0.05358606557377049,0.5673264907135875,0.0228494623655914,0.3333333333333333
Narrandera,0,0,5905,502,296,3157,763,1590,1433,19,751,44,850,388,444,108,215,2406,137,1712,0.10633340393984325,0.0626985808091506,0.6687142554543529,0.3168604651162791,0.6602990033222591,0.2585709130277878,0.003428365211115121,0.13551064597618187,0.00821048703116253,0.1586116812838216,0.07240156745661504,0.08285127822354917,0.020153013621944393,0.04011942526590782,0.5096377886041094,0.02901927557720822,0.3626350349502224
Tumbarumba,0,0,3522,354,208,1818,527,981,901,14,384,30,444,216,292,90,181,1535,43,1123,0.12156593406593406,0.07142857142857142,0.6243131868131868,0.3430989583333333,0.638671875,0.27612626417407293,0.004290530186944529,0.11768311369904995,0.00942507068803016,0.13949104618284638,0.06786050895381715,0.0917373546968269,0.02827521206409048,0.0568645931511153,0.5271291208791209,0.014766483516483516,0.3856456043956044
Tumut,0,0,6667,628,340,3669,695,2124,1706,28,873,42,957,424,535,166,305,2872,151,1982,0.1169024571854058,0.06329113924050633,0.6829858525688757,0.24266759776536312,0.7416201117318436,0.26627126580302796,0.004370220071796473,0.13625721866708287,0.0067039106145251395,0.15275339185953712,0.06767757382282522,0.0853950518754988,0.026496408619313648,0.04868316041500399,0.5346239761727476,0.028108711839166047,0.3689501116902457
Tumut Surrounds,0,0,4744,479,291,2540,712,1398,1243,17,512,31,587,253,406,121,281,2171,93,1284,0.12285201333675301,0.07463452167222365,0.6514490895101308,0.3284132841328413,0.6448339483394834,0.2817955112219451,0.003854001360235774,0.11607345273180684,0.007259953161592506,0.13747072599531615,0.059250585480093675,0.09508196721311475,0.028337236533957845,0.06580796252927401,0.5568094383175173,0.023852269812772504,0.3293152090279559
Cootamundra,0,0,7705,694,532,4268,850,1948,2063,25,1081,70,1362,509,568,153,348,2858,143,3007,0.10813337488314116,0.08289186662511686,0.6650046743533811,0.29730675061210216,0.6813571178733823,0.2827576754385965,0.003426535087719298,0.14816337719298245,0.009786103732699567,0.1904096183419544,0.07115895428491542,0.0794072417167622,0.02138962673004334,0.048650915699706414,0.4453100654409473,0.022281084449984417,0.46852602056715487
Gundagai,0,0,3715,322,203,1989,528,1080,879,13,431,17,447,198,299,79,183,1652,48,997,0.10651670525967581,0.06715183592457824,0.6579556731723454,0.3198061780738946,0.6541490006056935,0.2521514629948365,0.0037292025243832474,0.1236374067699369,0.00505952380952381,0.13303571428571428,0.05892857142857143,0.08898809523809524,0.02351190476190476,0.054464285714285715,0.5464770095931194,0.01587826662256037,0.32980482963943103
Junee,0,0,6351,500,315,3104,742,1695,1404,28,645,44,690,310,460,145,309,2470,116,2436,0.0940910801656003,0.05927738050432819,0.5841174256680467,0.2995559144125959,0.6842955187727089,0.23088307844104589,0.004604505837855616,0.10606808090774544,0.007367716008037508,0.11553918285331548,0.05190890823844608,0.07702612190221031,0.024279973208305425,0.05174146014735432,0.4648099360180655,0.02182913059841927,0.45841174256680467
Temora,0,0,6603,611,323,3768,1028,1807,1717,22,895,47,1028,436,521,143,295,2888,90,2130,0.11319007039644313,0.05983697665802149,0.6980363097443497,0.3568205484206873,0.6272127733425894,0.2787790225685988,0.003572008442929047,0.14531579801915895,0.007749381698268755,0.16949711459192085,0.0718878812860676,0.08590272052761748,0.023577906018136852,0.048639736191261336,0.5350129677658392,0.016672841793256763,0.3945905891070767
Wagga Wagga - East,0,0,16921,2736,1229,8107,2744,5361,4466,83,1765,75,1606,986,1460,497,1260,8232,305,4314,0.20411817367949867,0.0916890480453596,0.6048194568785438,0.33329284586420505,0.651159965990526,0.2714893617021277,0.005045592705167174,0.10729483282674772,0.004611978846390358,0.09875784036403887,0.060632148567211906,0.08977985487639897,0.03056204648874677,0.07748124461935801,0.6141450313339302,0.022754401671142944,0.3218442256042972
Wagga Wagga - North,0,0,5605,1061,376,2586,964,1927,1253,18,501,16,344,229,473,173,415,2934,138,1149,0.2356206973129025,0.08349988896291362,0.5742838107928048,0.3280027220142906,0.6556651922422593,0.22898391812865498,0.003289473684210526,0.09155701754385964,0.002968460111317254,0.06382189239332096,0.0424860853432282,0.08775510204081632,0.03209647495361781,0.07699443413729128,0.6515656229180546,0.030646235842771485,0.2551632245169887
Wagga Wagga - South,0,0,22522,3156,1442,11028,3278,7317,5704,107,2545,104,2306,1286,2056,636,1449,10790,506,5403,0.17902320040841796,0.08179703896987918,0.6255601565602132,0.3037998146431881,0.6781278962001853,0.2600173223321329,0.004877604047955509,0.11601404020604458,0.004810805809973171,0.10667036728652049,0.05948746415024517,0.09510593024331576,0.02941992783791285,0.06702747710241465,0.6120596744001361,0.028702705768903512,0.3064836349197345
Wagga Wagga - West,0,0,11962,1976,694,6014,1879,3601,2655,41,2289,81,1794,873,1111,251,652,5570,335,3454,0.19632389468455042,0.0689518132141083,0.5975161450571287,0.33734290843806103,0.6464991023339318,0.2335914129860989,0.0036072496920640505,0.20139011085694175,0.007288105092675904,0.16141803131185892,0.07854957710995142,0.09996400935756704,0.022584128126687062,0.05866474716573691,0.5534028812717338,0.033283656234475906,0.34316939890710385
Wagga Wagga Surrounds,0,0,17788,2303,1150,8592,3298,5508,4444,79,1456,84,1480,897,1434,522,1089,8969,211,3666,0.16468821510297482,0.08223684210526316,0.61441647597254,0.367670011148272,0.6140468227424749,0.2587933845795481,0.004600512462147682,0.0847891917074307,0.004984571564206029,0.0878234037502967,0.053228103489200096,0.08509375741751721,0.030975551863280323,0.06462140992167102,0.6413758581235698,0.015088672768878719,0.2621567505720824
Berry - Kangaroo Valley,0,0,9489,2132,922,4015,1681,2071,2676,57,1152,67,1275,589,760,238,850,3835,124,3732,0.2607951070336391,0.112782874617737,0.491131498470948,0.4386743215031315,0.5404488517745303,0.3095788986580287,0.006594169366034243,0.13327163350300786,0.007886064030131828,0.15007062146892655,0.06932674199623352,0.08945386064030132,0.028013182674199624,0.10004708097928437,0.4691131498470948,0.015168195718654433,0.4565137614678899
Callala Bay - Currarong,0,0,3642,565,313,1977,485,933,1031,21,439,45,534,289,286,82,258,1426,84,1533,0.17823343848580442,0.09873817034700315,0.6236593059936909,0.34035087719298246,0.6547368421052632,0.47665279704114655,0.009708737864077669,0.20295885344429035,0.021176470588235293,0.25129411764705883,0.136,0.13458823529411765,0.038588235294117645,0.12141176470588236,0.4498422712933754,0.026498422712933754,0.483596214511041
