sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,male,female,australia,overseas,english,non_english,couple_no_children,couple_with_children,one_parent,other_family,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_male,prop_female,prop_australia,prop_overseas,prop_english,prop_non_english,prop_couple_no_children,prop_couple_with_children,prop_one_parent,prop_other_family
Cromer,0,1,8046,1030,1176,684,804,1229,1060,2206,1488,2289,2059,3917,4125,5818,1973,6757,987,714,1212,249,19,0.12801391996022868,0.14615958240119314,0.08501118568232663,0.09992542878448919,0.1527467064379816,0.13174248073576933,0.27417350236142185,0.1849366144668158,0.28448918717375093,0.2559035545612727,0.4868257519264231,0.5126771066368382,0.723092219736515,0.2452150136713895,0.8397961720109371,0.1226696495152871,0.09849634432335494,0.16719547523796385,0.03434956545730446,0.0026210511794730307
Forestville - Killarney Heights,0,1,13161,1547,2290,1062,1026,2100,1963,3837,2088,4063,3171,6412,6747,8439,4339,9460,3300,999,2146,424,31,0.11754425955474508,0.17399893625104476,0.08069295646227491,0.07795760200592661,0.15956234328698427,0.14915279993921435,0.29154319580578986,0.1586505584682015,0.30871514322619864,0.24093913836334624,0.4871970215029253,0.5126510143606109,0.6412126738089811,0.32968619405820226,0.7187903654737482,0.25074082516526097,0.08267814284531987,0.17760489944550195,0.03509062318960523,0.002565588016221137
Freshwater - Brookvale,0,1,21828,2560,2553,2691,3984,3363,2883,5113,6675,6246,3798,10783,11043,14071,6988,17569,3455,2423,2776,701,71,0.11728055708264615,0.11695986805937328,0.12328202308960967,0.18251786695986805,0.1540681693238043,0.13207806487080814,0.23424042514201943,0.3057998900494777,0.28614623419461244,0.17399670148433205,0.49399853399303645,0.5059098405717427,0.6446307494960601,0.32013927066153564,0.8048836356972696,0.15828293934396187,0.12930252414749988,0.14814024227546826,0.03740861305299109,0.00378888948182934
Manly Vale - Allambie Heights,0,1,17550,2319,2596,1607,2064,2964,2391,4915,3671,5355,3616,8641,8912,11656,5515,14359,2656,1471,2630,553,42,0.13213675213675213,0.1479202279202279,0.09156695156695156,0.11760683760683761,0.1688888888888889,0.13623931623931623,0.28005698005698004,0.20917378917378918,0.30512820512820515,0.20603988603988604,0.49236467236467235,0.5078062678062678,0.6641595441595441,0.3142450142450142,0.8181766381766382,0.15133903133903134,0.09354531001589825,0.16724960254372018,0.035166931637519876,0.002670906200317965
Terrey Hills - Duffys Forest,0,1,3786,396,530,334,283,505,591,926,617,1096,1145,1925,1863,2833,845,3334,350,397,557,85,6,0.1045958795562599,0.1399894347596408,0.08821975699947174,0.07474907554146856,0.13338615953512942,0.1561014263074485,0.2445853143159007,0.1629688325409403,0.28948758584257794,0.3024300052826202,0.5084521922873745,0.4920760697305864,0.748283148441627,0.2231907025884839,0.8806127839408346,0.092445853143159007,0.1144422023637936,0.1605650043240127,0.02450273854136639,0.0017296050735082155
Belrose,0,1,8652,912,1293,689,612,1269,1219,2205,1301,2488,2665,4155,4502,6043,2455,7080,1400,782,1306,260,21,0.10540915395284327,0.14944521497919555,0.07963476652797041,0.07073509015256588,0.14667128987517336,0.14089227924179382,0.25485436893203883,0.1503698566805363,0.2875635691169672,0.30802126675913083,0.4802357836338419,0.5203421174294961,0.6984512251502543,0.28374942209893667,0.8183079056865464,0.16181229773462782,0.09882471881713636,0.165044862883862,0.03285732339188677,0.0026538607354985467
Collaroy - Collaroy Plateau,0,1,13980,1611,1852,1556,1732,1998,2010,3463,3288,4008,3220,6876,7099,9995,3512,11685,1778,1388,1925,475,46,0.11523605150214593,0.13247496423462088,0.11130185979971388,0.12389127324749642,0.14291845493562233,0.14377682403433475,0.24771101573676682,0.2351931330472103,0.28669527896995706,0.23032904148783978,0.4918454935622318,0.5077968526466381,0.7149499284692418,0.2512160228898426,0.8358369098712446,0.12718168812589414,0.11180024164317358,0.1550543697140556,0.038260169150221505,0.0037051953282319773
Dee Why (South) - North Curl Curl,0,1,9116,1076,1241,1187,1283,1351,1383,2317,2470,2734,1601,4509,4604,6005,2804,7305,1471,817,1273,330,28,0.11803422553751645,0.1361342694164107,0.13021061869240896,0.1407415533128565,0.14820096533567353,0.15171127687582273,0.2541684949539272,0.27095217200526545,0.29991224221149626,0.17562527424308907,0.49462483545414654,0.5050460728389644,0.6587318999561211,0.30759104870557263,0.8013383062746818,0.161364633611233,0.10241945593581547,0.15958380343487527,0.04136893569010906,0.003510091513100163
Dee Why - North,0,1,17816,1941,1288,2865,4011,2660,2068,3229,6876,4728,2991,8747,9077,8706,8493,10332,6683,2298,1855,779,96,0.10894701392007185,0.07229456668163449,0.1608105074090705,0.2251347103726987,0.1493039964077234,0.11607543780871127,0.18124158060170634,0.3859452177817692,0.2653794342164347,0.16788280197575214,0.4909631791647957,0.5094858554108667,0.4886618769645263,0.47670633138751684,0.579928154467894,0.37511225864391556,0.1585046213270796,0.12794868257690717,0.05373154917919713,0.006621602979721341
Frenchs Forest - Oxford Falls,0,1,17175,2244,2814,1528,1590,2805,2507,5058,3118,5312,3681,8537,8635,11845,5029,14001,2822,1400,2903,496,28,0.13065502183406114,0.16384279475982533,0.08896652110625909,0.0925764192139738,0.1633187772925764,0.1459679767103348,0.29449781659388646,0.1815429403202329,0.3092867540029112,0.2143231441048035,0.49705967976710336,0.5027656477438137,0.6896652110625909,0.29280931586608444,0.8151965065502184,0.16430858806404658,0.08663366336633663,0.17964108910891088,0.030693069306930693,0.0017326732673267327
Narrabeen - Wheeler Heights,0,1,11241,1126,1090,1110,1424,1453,1412,2216,2534,2865,3621,5382,5863,8108,2729,9608,1137,1291,1241,424,31,0.10016902410817542,0.09696646205853572,0.09874566319722444,0.1266791210746375,0.12925896272573614,0.12561160039142424,0.19713548616671114,0.22542478427186194,0.2548705631171604,0.32212436615959433,0.4787830264211369,0.5215728138066008,0.7212881416244107,0.24277199537407704,0.8547282270260653,0.10114758473445423,0.13932657025685302,0.13393049859702136,0.04575868767537233,0.0033455644290956185
