sa2_name_2021,in_wslhd,in_metro,pop_size,arthritis,asthma,cancer,dementia,diabetes,heart_disease,kidney_disease,lung_condition,mental_health,stroke,prop_arthritis,prop_asthma,prop_cancer,prop_dementia,prop_diabetes,prop_heart_disease,prop_kidney_disease,prop_lung_condition,prop_mental_health,prop_stroke
Doonside - Woodcroft,1,1,23384,1593,1739,462,89,1781,824,224,333,1354,216,0.06812350325008552,0.07436708860759493,0.01975709887102292,0.003806021211084502,0.07616318850496066,0.035237769414984604,0.009579199452617175,0.014240506329113924,0.05790283954840917,0.009237085186452275
Lalor Park - Kings Langley,1,1,25373,2130,2117,678,178,1526,1012,218,422,2055,219,0.0839475032514878,0.08343514759784022,0.026721317936389075,0.00701533125763607,0.06014267134355417,0.039884917037796085,0.00859181019193631,0.016631852756867536,0.08099160524967484,0.008631222165293816
Blacktown - South,1,1,12646,828,895,233,62,820,437,116,191,802,98,0.06547524909062154,0.07077336707259213,0.018424798355211134,0.004902736043017555,0.06484263798829669,0.034556381464494704,0.009172860983710264,0.015103590068005693,0.06341926300806579,0.007749486003479361
Blacktown - West,1,1,17141,1222,1141,362,208,1165,686,162,239,1103,140,0.0712910565311242,0.06656554460066508,0.021118954553409952,0.012134647920191354,0.06796569628376407,0.040021002275246485,0.009451023860918267,0.013943177177527565,0.06434863776909165,0.008167551484744181
Seven Hills - Prospect,1,1,14866,1044,1051,336,59,1019,546,123,217,890,136,0.0702273644558052,0.07069823758912956,0.022601910399569488,0.003968787838019642,0.06854567469393247,0.03672810439930042,0.00827391362841383,0.014597067133055294,0.05986815552266918,0.00914839230458765
Toongabbie - West,1,1,11578,661,727,210,43,735,359,87,163,593,69,0.05709103472102263,0.06279150112281914,0.018137847642079808,0.0037139402314734843,0.06348246674727932,0.031007082397650716,0.007514251166004491,0.014078424598376231,0.051217826913111074,0.00595957851096908
Glenwood,1,1,15829,822,1027,241,27,952,436,103,101,774,65,0.05193000189525555,0.06488091477667572,0.015225219533767136,0.0017057299892602187,0.06014277591761956,0.02754438056731316,0.006507044033103797,0.006380693663528966,0.0488975930254596,0.004106387011182008
Acacia Gardens,1,1,3668,191,252,63,6,207,110,25,21,198,20,0.05207197382769902,0.06870229007633588,0.01717557251908397,0.0016357688113413304,0.0564340239912759,0.029989094874591057,0.006815703380588877,0.0057251908396946565,0.0539803707742639,0.0054525627044711015
Quakers Hill,1,1,24670,1277,1698,414,76,1346,605,151,199,1453,136,0.05176327523307661,0.06882853668423186,0.016781516011349817,0.0030806647750304013,0.05456019456830158,0.02452371301175517,0.006120794487231455,0.00806647750304013,0.05889744629104175,0.005512768544791245
Kellyville Ridge - The Ponds,1,1,21058,938,1341,296,46,962,503,124,115,944,91,0.04454364137145028,0.06368126127837402,0.014056415614018426,0.002184442967043404,0.04568335074555988,0.023886408965713743,0.005888498432899611,0.00546110741760851,0.04482856871497768,0.004321398043498908
Marsden Park - Shanes Park,1,1,15524,434,784,132,18,609,253,71,81,458,53,0.027956712187580522,0.0505024478227261,0.008502963153826334,0.0011594949755217728,0.03922958000515331,0.016297346044833804,0.004573563514558104,0.005217727389847977,0.02950270548827622,0.003414068539036331
Riverstone,1,1,13844,738,1066,200,32,566,311,80,160,990,75,0.05330829240104016,0.07700086680150246,0.01444669170759896,0.0023114706732158337,0.040884137532505055,0.022464605605316382,0.005778676683039584,0.011557353366079168,0.07151112395261486,0.00541750939034961
Schofields (West) - Colebee,1,1,10011,325,547,93,11,424,177,46,42,367,35,0.03246428928179003,0.0546398961142743,0.0092897812406353,0.0010987913295375088,0.042353411247627606,0.017680551393467185,0.004594945559884127,0.004195385076415942,0.036659674358205975,0.0034961542303466185
Schofields - East,1,1,25130,549,1278,186,28,853,319,85,80,1069,70,0.021846398726621568,0.050855551134102665,0.007401512136888181,0.0011142061281337048,0.03394349383207322,0.012693991245523279,0.0033824114604058893,0.0031834460803820135,0.042538798249104656,0.002785515320334262
Stanhope Gardens - Parklea,1,1,13034,641,788,204,20,642,329,76,117,627,73,0.04917907012429032,0.06045726561301212,0.015651373331287403,0.0015344483658124904,0.049255792542580945,0.025241675617615467,0.0058309037900874635,0.008976522940003069,0.048104956268221574,0.00560073653521559
Bidwill - Hebersham - Emerton,1,1,18536,1683,2035,382,96,1475,743,229,414,1578,200,0.09079628830384118,0.1097863616745792,0.02060854553301683,0.005179110919292188,0.07957488131204143,0.0400841605524385,0.012354337505394906,0.02233491583944756,0.08513163573586534,0.01078981441519206
Glendenning - Dean Park,1,1,8374,494,681,121,97,590,268,78,84,533,55,0.0589921184619059,0.08132314306185813,0.014449486505851445,0.011583472653451159,0.07045617387150704,0.0320038213518032,0.009314545020300932,0.010031048483401002,0.06364939097205637,0.006567948411750657
Hassall Grove - Plumpton,1,1,21414,1244,1648,356,104,1616,671,203,211,1147,141,0.05809283646212758,0.07695899878584103,0.016624638087232652,0.004856635845708415,0.07546464929485383,0.03133464088913795,0.009479779583450079,0.009853366956196881,0.053563089567572615,0.00658447744466237
Lethbridge Park - Tregear,1,1,21551,1751,2357,402,100,1503,789,255,497,1813,201,0.08124912997076701,0.10936847478075264,0.018653426755138973,0.004640155909238551,0.06974154331585541,0.036610830123892164,0.011832397568558304,0.023061574868915597,0.08412602663449492,0.009326713377569486
Mount Druitt - Whalan,1,1,22918,1673,1786,393,98,1695,762,281,379,1475,212,0.07299938912645082,0.07793001134479448,0.017148093201850075,0.004276114844227245,0.0739593332751549,0.03324897460511388,0.012261104808447509,0.016537219652674753,0.06435989178811415,0.009250370887511999
Prospect Reservoir,1,1,12,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0.25,0.3333333333333333,0,0,0,0
Rooty Hill - Minchinbury,1,1,22826,1471,1662,449,266,1685,767,194,290,1269,170,0.06444405502497152,0.072811705949356,0.019670551125909052,0.011653377727153247,0.07381932883553842,0.03360203276964865,0.008499079996495225,0.012704810304039254,0.05559449750284763,0.007447647419609218
Banksmeadow,0,1,508,12,17,5,0,14,4,0,0,28,0,0.023622047244094488,0.03346456692913386,0.00984251968503937,0,0.027559055118110236,0.007874015748031496,0,0,0.05511811023622047,0
Botany,0,1,12960,720,901,265,96,485,300,86,119,875,79,0.05555555555555555,0.0695216049382716,0.02044753086419753,0.007407407407407408,0.03742283950617284,0.023148148148148147,0.006635802469135803,0.0091820987654321,0.06751543209876543,0.006095679012345679
Pagewood - Hillsdale - Daceyville,0,1,14762,924,922,285,125,671,443,137,132,922,119,0.06259314456035768,0.062457661563473786,0.01930632705595448,0.008467687305243192,0.045454545454545456,0.030009483809781873,0.00928058528654654,0.00894187779433681,0.062457661563473786,0.00806123831459152
Port Botany Industrial,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sydney Airport,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastlakes,0,1,8941,711,591,222,78,572,310,88,114,573,67,0.07952130634157253,0.06609998881556872,0.024829437423107035,0.008723856391902473,0.06397494687395146,0.03467173694217649,0.009842299519069455,0.012750251649703613,0.06408679118666816,0.00749356895201879
Mascot,0,1,21573,671,1012,279,64,594,309,99,110,919,83,0.031103694432855884,0.04691048996430724,0.012932832707551106,0.0029666713020905762,0.02753441802252816,0.014323459880406062,0.00458906967042136,0.005098966300468178,0.04259954572845687,0.003847401844898716
Petersham - Stanmore,0,1,19898,1074,1821,427,86,586,500,116,212,2532,126,0.05397527389687406,0.09151673535028645,0.021459443160116595,0.004322042416323248,0.029450195999597948,0.0251281535832747,0.00582973163131973,0.010654337119308473,0.12724896974570307,0.006332294702985224
Sydenham - Tempe - St Peters,0,1,8278,436,701,166,29,265,162,49,71,871,39,0.05266972698719497,0.08468229040831118,0.020053152935491664,0.0035032616574051704,0.03201256342111621,0.019569944431021984,0.005919304179753564,0.008576950954336797,0.10521865184827253,0.004711282918579367
Marrickville - North,0,1,12317,691,1015,261,109,459,293,82,135,1404,81,0.056101323374198264,0.08240643013720873,0.021190224892425103,0.008849557522123894,0.03726556791426484,0.02378826012827799,0.006657465291873021,0.010960461151254364,0.11398879597304538,0.006576276690752618
Marrickville - South,0,1,14283,954,1164,316,174,639,416,125,165,1619,139,0.06679269061121614,0.08149548414198697,0.02212420359868375,0.012182314639781559,0.04473850031505986,0.02912553385143177,0.008751662815935028,0.011552194917034237,0.11335153679199048,0.009731849051319751
Darlinghurst,0,1,10615,446,762,250,53,202,268,48,119,1036,59,0.042016015073009894,0.0717852096090438,0.023551577955723033,0.0049929345266132834,0.01902967498822421,0.025247291568535092,0.004521902967498823,0.011210551106924163,0.09759773904851625,0.005558172397550636
Erskineville - Alexandria,0,1,19126,704,1624,338,24,311,281,78,127,1994,53,0.0368085328871693,0.08491059291017464,0.01767227857366935,0.001254836348426226,0.016260587681689847,0.014692042246157064,0.0040782181323852345,0.00664017567708878,0.10425598661507895,0.002771096936107916
Glebe - Forest Lodge,0,1,20262,1156,1631,490,62,583,503,132,262,2325,106,0.057052610798539134,0.08049550883427105,0.02418320007896555,0.003059915112032376,0.028773072747014114,0.02482479518310137,0.006514657980456026,0.012930609021814234,0.1147468167012141,0.005231467772184384
Potts Point - Woolloomooloo,0,1,18187,996,1289,557,144,426,531,128,226,1875,131,0.05476439214823775,0.07087480068180568,0.030626271512618902,0.007917743443118712,0.023423324352559522,0.029196678946500246,0.0070379941716610765,0.012426458459339089,0.10309561774894155,0.007202947160059383
Surry Hills,0,1,15828,695,1134,298,133,395,388,87,152,1642,83,0.043909527419762444,0.07164518574677786,0.01882739449077584,0.00840283042709123,0.02495577457669952,0.02451352034369472,0.005496588324488249,0.00960323477381855,0.10374020722769775,0.0052438716199140764
Camperdown - Darlington,0,1,8332,270,748,125,19,127,128,35,44,955,25,0.032405184829572733,0.08977436389822371,0.01500240038406145,0.0022803648583773406,0.015242438790206434,0.015362457993278924,0.004200672107537206,0.00528084493518963,0.11461833893422947,0.00300048007681229
Chippendale,0,1,7803,135,405,66,4,82,67,16,39,576,7,0.01730103806228374,0.05190311418685121,0.008458285274894272,5.126233499935922e-4,0.01050877867486864,0.00858644111239267,0.0020504933999743688,0.004998077662437524,0.07381776239907728,8.970908624887864e-4
Newtown (NSW),0,1,14667,699,1299,330,30,312,292,82,138,2099,79,0.04765800777255062,0.08856616895070567,0.022499488647985275,0.0020454080589077522,0.02127224381264062,0.019908638440035455,0.005590782027681189,0.009408877070975659,0.1431103838549124,0.005386241221790414
Pyrmont,0,1,12658,566,727,292,20,346,303,70,114,728,51,0.044714804866487594,0.05743403381260863,0.023068415231474168,0.0015800284405119293,0.027334492020856374,0.023937430873755727,0.005530099541791752,0.009006162110917997,0.057513035234634226,0.00402907252330542
Redfern,0,1,13670,843,1086,338,74,482,422,121,213,1603,91,0.06166788588149232,0.07944403803950256,0.024725676664228237,0.005413313825896123,0.035259692757863934,0.03087051938551573,0.008851499634235552,0.015581565471836138,0.11726408193123629,0.006656912948061448
Rosebery - Beaconsfield,0,1,12290,375,677,173,38,259,177,51,69,691,45,0.030512611879576892,0.055085435313262814,0.014076484947111473,0.003091944670463792,0.021074043938161105,0.014401952807160293,0.004149715215622457,0.005614320585842148,0.05622457282343368,0.003661513425549227
Sydney (North) - Millers Point,0,1,8004,306,413,205,19,205,213,39,51,403,32,0.03823088455772114,0.0515992003998001,0.025612193903048475,0.0023738130934532736,0.025612193903048475,0.026611694152923537,0.004872563718140929,0.006371814092953523,0.05034982508745627,0.00399800099950025
Sydney (South) - Haymarket,0,1,19935,226,542,135,27,274,199,51,44,545,42,0.011336844745422623,0.027188362177075494,0.006772009029345372,0.0013544018058690745,0.013744670178078755,0.009982442939553549,0.002558314522197141,0.0022071733132681213,0.027338851266616504,0.002106847253574116
Ultimo,0,1,7410,155,344,71,13,116,75,28,30,419,12,0.020917678812415654,0.046423751686909584,0.009581646423751687,0.0017543859649122807,0.015654520917678813,0.010121457489878543,0.003778677462887989,0.004048582995951417,0.056545209176788125,0.0016194331983805667
Waterloo,0,1,16379,795,1118,295,62,536,384,123,196,1421,104,0.048537761768117714,0.06825813541730265,0.018010867574332987,0.003785334880029306,0.032724830575737225,0.02344465474082667,0.007509615971671042,0.011966542523963612,0.08675743329873618,0.006349593992307222
Zetland,0,1,12622,224,690,116,11,163,146,38,46,694,25,0.017746791316748535,0.05466645539534147,0.009190302646173348,8.714942164474727e-4,0.01291395975281255,0.011567105054666455,0.003010616384091269,0.003644430359689431,0.05498336238314055,0.0019806686737442562
Bondi - Tamarama - Bronte,0,1,19055,922,1166,411,119,397,482,95,157,1105,105,0.0483862503279979,0.061191288375754396,0.02156914195749147,0.0062450800314877986,0.020834426659669378,0.02529519811073209,0.004985568092364209,0.008239307268433482,0.05799002886381527,0.005510364733665705
Bondi Beach - North Bondi,0,1,20705,775,1258,404,54,326,387,94,145,1211,69,0.037430572325525234,0.06075827094904612,0.01951219512195122,0.0026080656846172424,0.015744989133059648,0.01869113740642357,0.004539966191741125,0.0070031393383240765,0.058488287853175565,0.0033325283747886983
Bondi Junction - Waverly,0,1,17720,1050,1093,470,206,461,539,147,187,1099,111,0.05925507900677201,0.061681715575620764,0.02652370203160271,0.011625282167042889,0.026015801354401805,0.0304176072234763,0.00829571106094808,0.010553047404063206,0.06202031602708804,0.00626410835214447
Centennial Park,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dover Heights,0,1,11122,580,591,263,79,307,289,60,82,556,42,0.05214889408379788,0.05313792483366301,0.023646826110411797,0.007103039021758677,0.027602949109872325,0.025984535155547564,0.005394713181082539,0.007372774680812803,0.04999100881136486,0.0037762992267577774
Paddington - Moore Park,0,1,14793,784,1041,374,63,257,379,81,134,1005,93,0.052998039613330626,0.07037112147637396,0.02528222808084905,0.004258771040356926,0.01737308186304333,0.02562022578246468,0.00547556276617319,0.009058338403298857,0.06793753802474144,0.006286757250050699
Rose Bay - Vaucluse - Watsons Bay,0,1,11924,750,657,423,121,331,490,91,115,539,80,0.06289835625628984,0.05509896008050989,0.03547467292854747,0.01014760147601476,0.027759141227775914,0.041093592754109357,0.007631667225763167,0.009644414625964442,0.045202952029520294,0.006709158000670915
Woollahra,0,1,7454,505,491,253,45,169,293,46,89,412,67,0.06774885967265898,0.065870673463912,0.03394150791521331,0.006037027099543869,0.02267239066273142,0.03930775422591897,0.006171183257311511,0.011939898041320096,0.05527233700026831,0.008988462570431982
Bellevue Hill,0,1,14429,798,851,413,110,374,464,85,112,777,81,0.055305287961743714,0.05897844618476679,0.028622912190727007,0.007623535934576201,0.025920022177559083,0.03215746066948506,0.005890914131263428,0.007762145678841223,0.05384988564696098,0.0056136946427333845
Double Bay - Darling Point,0,1,9958,705,627,373,87,276,411,62,119,591,89,0.07079734886523398,0.06296445069291022,0.03745732074713798,0.008736694115284193,0.027716408917453302,0.04127334806185981,0.006226149829282989,0.011950190801365735,0.05934926692106849,0.00893753765816429
Kensington (NSW),0,1,11809,531,745,270,121,346,300,73,87,848,54,0.044965704123973244,0.06308747565416208,0.022863917351172835,0.010246422220340418,0.029299686679651115,0.02540435261241426,0.006181725802354137,0.007367262257600135,0.07180963671775764,0.004572783470234567
Kingsford,0,1,13605,710,802,276,67,439,328,78,108,827,82,0.0521866960676222,0.05894891583976479,0.020286659316427785,0.004924660051451672,0.0322675486953326,0.024108783535464903,0.005733186328555678,0.007938257993384785,0.060786475560455716,0.006027195883866226
Maroubra - North,0,1,9790,658,521,277,163,361,395,96,110,540,111,0.06721144024514811,0.053217568947906024,0.02829417773237998,0.01664964249233912,0.03687436159346272,0.04034729315628192,0.009805924412665985,0.011235955056179775,0.05515832482124617,0.011338100102145046
Maroubra - South,0,1,11084,852,800,306,71,457,380,121,169,914,115,0.0768675568386864,0.07217610970768676,0.027607361963190184,0.006405629736557199,0.04123060267051606,0.03428365211115121,0.010916636593287623,0.015247203175748828,0.08246120534103211,0.010375315770479971
Maroubra - West,0,1,9846,596,560,228,51,367,289,74,67,508,49,0.06053219581555962,0.05687588868576071,0.02315661182205972,0.005179768433881779,0.03727401990656104,0.029352021125330082,0.0075157424334755234,0.006804793824903514,0.051594556164940075,0.004976640260004063
Randwick - North,0,1,16206,814,1067,388,116,345,392,91,153,1034,75,0.0502283105022831,0.06583981241515488,0.02394174996914723,0.007157842774281131,0.021288411699370603,0.024188572133777612,0.005615204245341231,0.00944094779711218,0.06380352955695422,0.004627915586819697
Randwick - South,0,1,12735,678,808,310,81,298,323,73,83,850,83,0.053239104829210834,0.06344719277581469,0.024342363564978407,0.0063604240282685515,0.023400078523753434,0.02536317235963879,0.0057322340007852374,0.006517471535139379,0.06674519042010207,0.006517471535139379
Coogee - Clovelly,0,1,19521,870,1225,452,55,300,424,92,142,1210,83,0.04456738896572921,0.06275293273910149,0.02315455150863173,0.002817478612775985,0.015368065160596281,0.02172019876030941,0.004712873315916193,0.007274217509348906,0.061984529481071665,0.004251831361098304
Malabar - La Perouse,0,1,10610,811,592,365,172,443,469,132,144,683,104,0.0764373232799246,0.05579641847313855,0.03440150801131008,0.016211121583411876,0.04175306314797361,0.04420358152686145,0.012441093308199811,0.01357210179076343,0.06437323279924599,0.009802073515551367
Matraville - Chifley,0,1,13412,1025,917,367,114,665,486,133,168,826,112,0.07642409782284522,0.06837160751565761,0.02736355502535043,0.008499850879809126,0.049582463465553235,0.03623620638234417,0.009916492693110648,0.012526096033402923,0.061586638830897704,0.008350730688935281
South Coogee,0,1,5611,413,392,188,65,213,192,48,97,455,42,0.0736054179290679,0.06986276955979326,0.03350561397255391,0.011584387809659598,0.03796114774549991,0.03421849937622527,0.008554624844056318,0.017287471039030475,0.08109071466761718,0.007485296738549278
Bass Hill - Georges Hall,0,1,23855,1756,1520,469,217,1373,867,220,316,1204,213,0.07361140222175644,0.06371829805072311,0.01966044854328233,0.009096625445399287,0.057556067910291345,0.036344581848669046,0.009222385244183609,0.013246698805281912,0.05047159924544121,0.008928945713686859
Chullora,0,1,1469,45,71,9,4,53,17,0,3,51,4,0.03063308373042886,0.04833219877467665,0.006126616746085773,0.002722940776038121,0.03607896528250511,0.011572498298162015,0,0.0020422055820285907,0.03471749489448604,0.002722940776038121
Condell Park,0,1,12773,773,708,231,81,710,382,91,131,549,96,0.06051828074845377,0.05542942143584123,0.018085023095592265,0.0063415016049479375,0.05558600172238315,0.029906834729507555,0.007124403037657559,0.010256008768496047,0.04298128865575824,0.00751585375401237
Padstow,0,1,17200,1428,1129,477,171,920,684,171,253,1102,188,0.08302325581395349,0.06563953488372093,0.027732558139534885,0.009941860465116279,0.053488372093023255,0.039767441860465116,0.009941860465116279,0.014709302325581396,0.06406976744186046,0.010930232558139534
Revesby,0,1,17664,1249,1144,420,98,975,578,137,228,942,132,0.07070878623188406,0.06476449275362318,0.02377717391304348,0.005548007246376812,0.055197010869565216,0.03272192028985507,0.00775588768115942,0.012907608695652174,0.05332880434782609,0.007472826086956522
Yagoona - Birrong,0,1,22484,1389,1396,390,193,1319,676,234,239,1112,174,0.06177726383205835,0.06208859633517168,0.01734566803059954,0.008583881871553104,0.0586639388009251,0.030065824586372532,0.010407400818359723,0.010629781177726384,0.04945739192314535,0.007738836505959794
Bankstown - North,0,1,16981,848,812,240,61,893,409,147,128,704,97,0.049938166185737,0.04781814969671987,0.014133443260114245,0.003592250161945704,0.05258818679700842,0.02408574288911136,0.008656733996819975,0.007537836405394264,0.041458100229668456,0.005712266650962841
Bankstown - South,0,1,18434,914,877,252,152,968,465,142,149,830,108,0.04958229358793534,0.04757513290658566,0.013670391667570793,0.008245633069328415,0.05251166323098622,0.025225127481827057,0.0077031572095041774,0.008082890311381144,0.04502549636541174,0.005858739286101768
Greenacre - North,0,1,14637,950,840,281,228,972,504,148,171,786,117,0.06490401038464166,0.05738880918220947,0.01919792307166769,0.015576962492313998,0.0664070506251281,0.03443328550932568,0.010111361617817859,0.0116827218692355,0.053699528591924575,0.007993441278950604
Greenacre - South,0,1,13416,822,762,200,93,842,423,131,130,630,103,0.061270125223613595,0.056797853309481214,0.01490757304710793,0.006932021466905188,0.06276088252832439,0.03152951699463327,0.009764460345855694,0.009689922480620155,0.046958855098389984,0.007677400119260584
Panania (North) - Milperra,0,1,11340,988,848,340,57,599,410,117,188,706,79,0.0871252204585538,0.07477954144620812,0.029982363315696647,0.0050264550264550265,0.052821869488536156,0.036155202821869487,0.010317460317460317,0.016578483245149912,0.062257495590828923,0.0069664902998236335
Panania (South) - Picnic Point,0,1,15994,1298,1173,441,79,778,578,119,231,959,139,0.0811554332874828,0.07334000250093785,0.0275728398149306,0.004939352257096411,0.048643241215455796,0.03613855195698387,0.007440290108790796,0.014442916093535076,0.05995998499437289,0.00869075903463799
Belmore - Belfield,0,1,20332,1297,1029,456,174,1213,705,193,205,1029,148,0.0637910682667716,0.05060987605744639,0.02242770017706079,0.008557938225457407,0.0596596498131025,0.03467440487900846,0.00949242573283494,0.010082628369073383,0.05060987605744639,0.007279165846940783
Punchbowl,0,1,21544,1255,1262,360,109,1337,654,197,236,955,159,0.05825287783141478,0.05857779428147048,0.01670998886000743,0.0050594132937244705,0.062059041960638696,0.030356479762346827,0.009144077237281842,0.010954326030449314,0.04432788711474192,0.007380245079836614
Roselands,0,1,14577,931,799,335,66,790,504,135,165,686,112,0.06386773684571585,0.05481237566028675,0.02298140906908143,0.00452768059271455,0.05419496467037113,0.03457501543527475,0.009261164848734307,0.011319201481786376,0.04706043767579063,0.007683336763394388
Lakemba,0,1,17092,798,723,188,150,961,454,140,143,687,102,0.046688509244090806,0.04230049145799204,0.010999297917154224,0.00877603557219752,0.05622513456587877,0.02656213433185116,0.008190966534051018,0.008366487245494969,0.04019424292066464,0.005967704189094313
Wiley Park,0,1,10135,437,480,124,50,638,263,84,70,397,63,0.043117908238776516,0.04736063147508633,0.012234829797730636,0.00493339911198816,0.06295017266896892,0.025949679329057722,0.008288110508140108,0.006906758756783424,0.03917118894918599,0.006216082881105082
Campsie - North,0,1,11905,503,440,199,150,642,299,94,114,524,83,0.04225115497690046,0.036959260814783707,0.016715665686686268,0.0125997480050399,0.05392692146157077,0.025115497690046198,0.007895842083158336,0.009575808483830323,0.04401511969760605,0.006971860562788744
Campsie - South,0,1,9059,370,284,132,28,443,201,66,61,335,51,0.04084336019428193,0.03135003863561099,0.01457114471796004,0.003090848879567281,0.04890164477315377,0.022187879456893697,0.00728557235898002,0.006733635059057291,0.03697979909482283,0.005629760459211834
Canterbury - South,0,1,12220,615,627,214,76,554,327,92,95,672,75,0.05032733224222586,0.05130932896890344,0.01751227495908347,0.006219312602291326,0.0453355155482815,0.026759410801963993,0.0075286415711947625,0.007774140752864157,0.05499181669394435,0.0061374795417348605
Earlwood,0,1,17969,1408,1087,513,147,935,690,168,239,1076,157,0.07835717068284268,0.06049307140074573,0.02854916801157549,0.008180755746007013,0.05203405865657521,0.03839946574656353,0.009349435138293729,0.013300684512215482,0.05988090600478602,0.00873726974233402
Kingsgrove - North,0,1,6261,444,316,156,43,334,252,58,83,319,57,0.07091518926689028,0.050471170739498486,0.024916147580258743,0.00686791247404568,0.053346110844912954,0.04024916147580259,0.009263695895224406,0.013256668263855614,0.050950327423734225,0.009103977000479156
Narwee - Beverly Hills,0,1,13791,914,774,345,138,794,510,146,153,745,119,0.06627510695381046,0.05612355884272351,0.025016314988035675,0.01000652599521427,0.05757378000145022,0.036980639547530995,0.010586614458704952,0.0110941918642593,0.05402073816256979,0.0086288158944239
Oatley - Hurstville Grove,0,1,12594,868,739,439,59,474,514,101,133,665,96,0.06892170875019851,0.058678735905986976,0.03485786882642528,0.004684770525647134,0.03763696998570748,0.040813085596315704,0.008019691916785771,0.010560584405272352,0.05280292202636176,0.007622677465459742
Peakhurst - Lugarno,0,1,20220,1751,1361,673,271,979,922,191,325,1290,224,0.08659742828882294,0.06730959446092977,0.03328387734915925,0.013402571711177053,0.048417408506429276,0.04559841740850643,0.009446092977250247,0.016073194856577645,0.06379821958456973,0.011078140454995054
Riverwood,0,1,11606,871,695,281,100,799,465,134,188,752,120,0.07504738928140617,0.059882819231432016,0.024211614682061004,0.00861623298293986,0.06884370153368947,0.04006548337067034,0.01154575219713941,0.016198518007926935,0.06479407203170774,0.01033947957952783
South Hurstville - Blakehurst,0,1,25259,1343,1067,573,210,1018,842,193,193,977,168,0.05316916742547211,0.04224236905657389,0.022684983570212598,0.008313868324161686,0.04030246644760283,0.03333465299497209,0.007640840888396215,0.007640840888396215,0.038679282631933175,0.006651094659329348
Hurstville - Central,0,1,12046,332,348,154,43,421,260,60,50,310,64,0.027561016104931096,0.02888925784492778,0.01278432674746804,0.003569649676241076,0.03494936078366263,0.02158392827494604,0.004980906524987548,0.004150755437489623,0.025734683712435664,0.005312966959986717
Hurstville - North,0,1,12109,656,489,225,66,638,411,95,95,461,80,0.054174580890246925,0.0403831860599554,0.018581220579734083,0.005450491370055331,0.0526880832438682,0.03394169625898092,0.007845404244776612,0.007845404244776612,0.03807085638781072,0.006606656206127674
Mortdale - Oatley,0,1,14715,1004,930,411,132,581,522,93,138,931,126,0.06822969758749575,0.06320081549439348,0.027930682976554537,0.008970438328236493,0.03948352021746517,0.03547400611620795,0.006320081549439347,0.009378185524974516,0.06326877336051648,0.00856269113149847
Penshurst,0,1,9528,558,490,196,34,439,287,67,86,493,67,0.058564231738035266,0.05142737195633921,0.020570948782535684,0.003568429890848027,0.04607472712006717,0.03012174643157011,0.007031905961376994,0.009026028547439127,0.05174223341729639,0.007031905961376994
Kingsgrove (South) - Bardwell Park,0,1,12973,889,745,352,99,697,492,112,139,711,105,0.06852694056887382,0.05742696369382564,0.02713327680567332,0.0076312341015956214,0.053726971402142915,0.03792492098974794,0.008633315347259694,0.010714561011331227,0.054806135820550377,0.008093733138055963
Kogarah,0,1,13051,663,608,229,108,519,415,106,108,596,71,0.05080070492682553,0.046586468469849054,0.017546548157229332,0.008275227951881082,0.039767067657650756,0.03179832962991341,0.00812198298980921,0.008275227951881082,0.045666998697417825,0.005440196153551452
Kogarah Bay - Carlton - Allawah,0,1,16200,1059,871,388,113,716,616,134,146,830,123,0.06537037037037037,0.053765432098765435,0.023950617283950617,0.006975308641975308,0.04419753086419753,0.03802469135802469,0.008271604938271605,0.009012345679012346,0.05123456790123457,0.007592592592592593
Monterey - Brighton-le-Sands - Kyeemagh,0,1,13896,1127,764,368,103,790,599,130,135,742,112,0.08110247553252735,0.05497985031663788,0.026482440990213012,0.007412204951065054,0.056850892343120324,0.043105929763960854,0.009355210132412205,0.009715025906735751,0.05339666090961428,0.008059873344847437
Rockdale - Banksia,0,1,19853,1058,957,384,198,885,560,152,177,920,150,0.05329169395053644,0.0482043016168841,0.019342164912103964,0.009973303782803606,0.04457764569586461,0.028207323830151614,0.0076562736110411525,0.008915529139172922,0.04634060343524908,0.007555533168790611
Sans Souci - Ramsgate,0,1,16659,1491,1012,596,147,835,795,162,248,1031,182,0.08950117053844768,0.06074794405426496,0.035776457170298336,0.0088240590671709,0.05012305660603878,0.047721952097965065,0.009724473257698542,0.014886847950057026,0.061888468695599975,0.010925025511735399
Arncliffe - Bardwell Valley,0,1,16579,882,826,309,78,724,507,110,148,901,122,0.053199831111647264,0.0498220640569395,0.018638036069726763,0.004704746969057241,0.04366970263586465,0.030580855298872067,0.006634899571747391,0.008926955787441945,0.054345859219494544,0.0073587067977561975
Bexley - North,0,1,10145,741,581,238,123,539,430,115,82,554,86,0.07304090685066535,0.05726959093149335,0.02345983242976836,0.01212419911286348,0.053129620502710695,0.04238541153277477,0.011335633316904879,0.008082799408575652,0.05460818137013307,0.008477082306554954
